XCOORD,YCOORD,ID,age,sex,genetics,gridIn
206.17,341.95,1,24,1,1,14
316.17,200.27,4,24,1,1,11
274.58,394.29,5,25,1,0,14
152.31,376.84,6,25,0,1,13
359.86,42.28,9,26,1,1,3
225.14,176.11,10,23,1,0,6
328.05,329.25,12,24,0,1,15
11.33,281.42,14,23,0,2,8
156.28,28.03,15,26,1,0,1
193.61,200.30,16,23,0,1,9
79.98,350.48,17,25,0,1,12
112.32,159.71,18,26,1,2,5
211.03,177.87,20,23,1,2,6
228.79,388.18,21,26,0,0,14
233.58,64.51,22,26,0,2,2
279.25,68.73,23,26,1,1,2
191.79,243.24,25,24,1,2,9
326.79,306.94,26,23,1,2,15
120.47,4.91,27,24,0,2,1
244.73,31.48,29,24,0,1,2
258.76,319.85,31,23,1,1,14
386.94,240.38,32,23,0,1,11
311.26,94.47,33,24,0,1,3
103.38,126.25,34,23,0,2,5
320.53,389.47,35,25,1,1,15
146.84,174.66,36,25,0,1,5
82.07,303.27,37,23,0,1,12
349.61,220.56,38,24,0,0,11
105.09,138.62,39,23,1,0,5
96.30,262.83,40,24,0,2,8
390.50,281.44,42,23,0,1,11
282.57,167.41,44,24,1,1,6
168.88,3.93,45,25,1,2,1
362.77,161.55,46,23,0,2,7
129.91,148.18,47,24,1,1,5
41.31,122.54,48,23,1,2,4
238.64,359.04,49,24,1,1,14
317.78,297.95,50,26,0,2,11
88.90,27.94,51,23,1,1,0
134.48,349.85,52,24,1,2,13
320.63,386.37,53,26,1,1,15
126.28,76.07,54,25,1,0,1
19.21,47.09,55,24,0,1,0
117.89,294.41,57,26,0,1,9
33.42,96.07,60,25,1,1,0
142.52,88.45,64,26,1,0,1
338.93,209.16,65,24,0,1,11
24.25,112.28,67,26,1,1,4
183.90,375.55,70,25,0,0,13
48.33,33.02,71,25,1,0,0
105.20,165.13,72,24,0,0,5
265.58,139.98,73,25,0,1,6
11.53,292.97,74,24,0,2,8
47.73,100.75,75,26,1,0,4
124.37,160.05,76,26,1,1,5
158.08,195.32,78,23,1,1,5
225.23,56.52,80,26,0,1,2
171.62,267.08,81,23,1,0,9
80.85,33.90,83,25,1,2,0
175.33,282.53,85,24,1,1,9
334.54,291.35,86,23,1,1,11
126.90,27.84,87,26,1,1,1
339.90,130.02,89,24,0,0,7
298.88,243.67,91,23,1,0,10
57.28,135.39,92,23,0,1,4
199.57,252.02,93,25,1,2,9
77.91,299.43,99,25,0,0,8
257.69,388.29,101,24,1,0,14
54.55,210.54,103,26,0,0,8
156.21,259.95,105,26,0,1,9
155.15,340.66,106,23,0,1,13
240.10,279.14,107,24,1,2,10
129.60,66.48,108,23,1,2,1
272.22,80.79,109,23,0,0,2
91.38,294.21,113,24,1,2,8
23.73,102.29,114,26,0,0,4
121.09,50.47,115,26,0,1,1
45.62,260.82,116,23,0,0,8
24.26,87.60,118,24,1,0,0
109.20,110.16,119,24,1,0,5
54.26,204.78,121,23,1,2,8
316.05,380.75,124,26,0,0,15
216.34,391.23,125,24,0,0,14
6.54,54.04,126,25,1,0,0
388.78,188.68,127,24,0,1,7
169.62,273.07,128,23,0,1,9
370.84,341.68,129,26,0,1,15
176.13,138.53,130,24,0,1,5
228.79,393.04,134,26,0,1,14
37.64,92.63,136,26,1,0,0
336.35,374.44,137,24,0,1,15
66.79,117.35,138,23,1,1,4
384.74,160.54,143,24,0,0,7
352.91,237.71,144,25,1,1,11
184.50,163.40,145,23,0,1,5
11.69,24.43,146,24,0,1,0
8.45,386.27,147,25,1,0,12
287.62,109.71,150,25,1,0,6
24.68,194.01,151,25,0,1,4
48.61,342.31,152,23,0,0,12
358.35,275.97,154,24,1,1,11
6.59,195.93,155,24,1,0,4
308.00,191.31,156,24,0,0,7
13.04,148.42,157,26,0,0,4
211.50,346.11,159,26,1,1,14
272.78,357.87,160,23,1,0,14
79.52,172.13,161,26,0,2,4
50.16,332.79,162,24,1,2,12
237.14,243.45,163,23,1,2,10
291.88,131.58,164,24,1,1,6
70.47,75.45,165,25,0,1,0
323.32,155.70,170,25,0,0,7
353.15,393.47,171,23,0,1,15
152.56,129.49,172,24,1,0,5
4.36,273.71,174,26,0,0,8
278.45,154.27,176,23,1,0,6
2.67,356.82,177,25,0,1,12
72.36,198.55,178,24,1,1,4
69.55,78.77,181,23,0,1,0
226.90,30.71,182,25,0,1,2
266.70,119.37,185,23,0,1,6
42.73,178.66,186,24,1,1,4
