XCOORD,YCOORD,ID,age,sex,genetics,gridIn
398.03,334.13,0,4,1,1,15
206.17,341.95,1,2,1,1,14
59.55,177.46,2,1,0,1,4
203.11,7.67,3,3,0,2,2
316.17,200.27,4,2,1,1,11
274.58,394.29,5,3,1,0,14
152.31,376.84,6,3,0,1,13
150.63,300.59,7,1,0,1,13
159.98,34.10,8,1,0,0,1
359.86,42.28,9,4,1,1,3
225.14,176.11,10,1,1,0,6
246.26,292.98,11,2,0,1,10
328.05,329.25,12,2,0,1,15
105.06,163.25,13,2,0,1,5
11.33,281.42,14,1,0,2,8
156.28,28.03,15,4,1,0,1
193.61,200.30,16,1,0,1,9
79.98,350.48,17,3,0,1,12
112.32,159.71,18,4,1,2,5
367.08,189.93,19,2,1,1,7
211.03,177.87,20,1,1,2,6
228.79,388.18,21,4,0,0,14
233.58,64.51,22,4,0,2,2
279.25,68.73,23,4,1,1,2
201.98,217.62,24,1,0,2,10
191.79,243.24,25,2,1,2,9
326.79,306.94,26,1,1,2,15
120.47,4.91,27,2,0,2,1
375.04,176.06,28,4,0,0,7
244.73,31.48,29,2,0,1,2
256.13,276.70,30,1,1,1,10
258.76,319.85,31,1,1,1,14
386.94,240.38,32,1,0,1,11
311.26,94.47,33,2,0,1,3
103.38,126.25,34,1,0,2,5
320.53,389.47,35,3,1,1,15
146.84,174.66,36,3,0,1,5
82.07,303.27,37,1,0,1,12
349.61,220.56,38,2,0,0,11
105.09,138.62,39,1,1,0,5
96.30,262.83,40,2,0,2,8
220.49,87.32,41,3,1,2,2
390.50,281.44,42,1,0,1,11
189.97,15.51,43,2,0,1,1
282.57,167.41,44,2,1,1,6
168.88,3.93,45,3,1,2,1
362.77,161.55,46,1,0,2,7
129.91,148.18,47,2,1,1,5
41.31,122.54,48,1,1,2,4
238.64,359.04,49,2,1,1,14
317.78,297.95,50,4,0,2,11
88.90,27.94,51,1,1,1,0
134.48,349.85,52,2,1,2,13
320.63,386.37,53,4,1,1,15
126.28,76.07,54,3,1,0,1
19.21,47.09,55,2,0,1,0
102.39,277.54,56,3,1,1,9
117.89,294.41,57,4,0,1,9
230.58,232.60,58,2,1,2,10
131.58,362.59,59,1,0,2,13
33.42,96.07,60,3,1,1,0
196.48,84.84,61,2,0,1,1
0.55,268.25,62,2,1,2,8
81.56,110.41,63,4,0,2,4
142.52,88.45,64,4,1,0,1
338.93,209.16,65,2,0,1,11
205.41,117.09,66,3,0,0,6
24.25,112.28,67,4,1,1,4
391.66,166.64,68,2,0,2,7
209.74,71.70,69,4,0,2,2
183.90,375.55,70,3,0,0,13
48.33,33.02,71,3,1,0,0
105.20,165.13,72,2,0,0,5
265.58,139.98,73,3,0,1,6
11.53,292.97,74,2,0,2,8
47.73,100.75,75,4,1,0,4
124.37,160.05,76,4,1,1,5
205.41,234.72,77,3,0,1,10
158.08,195.32,78,1,1,1,5
116.83,75.34,79,4,0,2,1
225.23,56.52,80,4,0,1,2
171.62,267.08,81,1,1,0,9
239.90,290.50,82,2,1,2,10
80.85,33.90,83,3,1,2,0
202.87,241.35,84,3,0,2,10
175.33,282.53,85,2,1,1,9
334.54,291.35,86,1,1,1,11
126.90,27.84,87,4,1,1,1
181.07,80.15,88,3,1,1,1
339.90,130.02,89,2,0,0,7
203.45,327.95,90,1,0,1,14
298.88,243.67,91,1,1,0,10
57.28,135.39,92,1,0,1,4
199.57,252.02,93,3,1,2,9
299.69,290.32,94,3,0,2,10
286.82,176.61,95,4,0,1,6
100.37,304.36,96,1,1,2,13
245.72,279.94,97,4,1,1,10
3.98,203.59,98,1,0,2,8
77.91,299.43,99,3,0,0,8
336.93,397.26,100,3,1,1,15
257.69,388.29,101,2,1,0,14
286.36,33.45,102,2,0,1,2
54.55,210.54,103,4,0,0,8
247.26,183.86,104,2,1,2,6
156.21,259.95,105,4,0,1,9
155.15,340.66,106,1,0,1,13
240.10,279.14,107,2,1,2,10
