XCOORD,YCOORD,ID,age,sex,genetics,gridIn
398.03,334.13,0,33,1,1,15
206.17,341.95,1,31,1,1,14
203.11,7.67,3,32,0,2,2
316.17,200.27,4,31,1,1,11
274.58,394.29,5,32,1,0,14
152.31,376.84,6,32,0,1,13
159.98,34.10,8,30,0,0,1
359.86,42.28,9,33,1,1,3
225.14,176.11,10,30,1,0,6
105.06,163.25,13,31,0,1,5
156.28,28.03,15,33,1,0,1
193.61,200.30,16,30,0,1,9
367.08,189.93,19,31,1,1,7
228.79,388.18,21,33,0,0,14
244.73,31.48,29,31,0,1,2
258.76,319.85,31,30,1,1,14
311.26,94.47,33,31,0,1,3
320.53,389.47,35,32,1,1,15
146.84,174.66,36,32,0,1,5
349.61,220.56,38,31,0,0,11
105.09,138.62,39,30,1,0,5
220.49,87.32,41,32,1,2,2
189.97,15.51,43,31,0,1,1
168.88,3.93,45,32,1,2,1
129.91,148.18,47,31,1,1,5
88.90,27.94,51,30,1,1,0
320.63,386.37,53,33,1,1,15
126.28,76.07,54,32,1,0,1
19.21,47.09,55,31,0,1,0
196.48,84.84,61,31,0,1,1
142.52,88.45,64,33,1,0,1
338.93,209.16,65,31,0,1,11
205.41,117.09,66,32,0,0,6
48.33,33.02,71,32,1,0,0
105.20,165.13,72,31,0,0,5
265.58,139.98,73,32,0,1,6
47.73,100.75,75,33,1,0,4
124.37,160.05,76,33,1,1,5
205.41,234.72,77,32,0,1,10
158.08,195.32,78,30,1,1,5
225.23,56.52,80,33,0,1,2
171.62,267.08,81,30,1,0,9
239.90,290.50,82,31,1,2,10
175.33,282.53,85,31,1,1,9
334.54,291.35,86,30,1,1,11
126.90,27.84,87,33,1,1,1
181.07,80.15,88,32,1,1,1
203.45,327.95,90,30,0,1,14
100.37,304.36,96,30,1,2,13
245.72,279.94,97,33,1,1,10
336.93,397.26,100,32,1,1,15
257.69,388.29,101,31,1,0,14
286.36,33.45,102,31,0,1,2
54.55,210.54,103,33,0,0,8
156.21,259.95,105,33,0,1,9
155.15,340.66,106,30,0,1,13
272.22,80.79,109,30,0,0,2
91.38,294.21,113,31,1,2,8
23.73,102.29,114,33,0,0,4
121.09,50.47,115,33,0,1,1
24.26,87.60,118,31,1,0,0
109.20,110.16,119,31,1,0,5
113.95,310.31,120,31,1,1,13
10.68,141.02,122,31,1,2,4
316.05,380.75,124,33,0,0,15
216.34,391.23,125,31,0,0,14
6.54,54.04,126,32,1,0,0
388.78,188.68,127,31,0,1,7
370.84,341.68,129,33,0,1,15
64.18,144.55,131,32,0,1,4
56.87,320.21,132,31,1,2,12
228.79,393.04,134,33,0,1,14
219.91,23.20,135,33,0,0,2
37.64,92.63,136,33,1,0,0
289.12,331.03,139,32,1,1,14
32.51,241.47,140,31,1,1,8
384.74,160.54,143,31,0,0,7
352.91,237.71,144,32,1,1,11
184.50,163.40,145,30,0,1,5
318.81,103.76,148,33,0,1,7
287.62,109.71,150,32,1,0,6
24.68,194.01,151,32,0,1,4
48.61,342.31,152,30,0,0,12
190.03,222.54,153,30,1,1,9
358.35,275.97,154,31,1,1,11
6.59,195.93,155,31,1,0,4
13.04,148.42,157,33,0,0,4
211.50,346.11,159,33,1,1,14
272.78,357.87,160,30,1,0,14
50.16,332.79,162,31,1,2,12
291.88,131.58,164,31,1,1,6
27.13,124.97,167,30,0,2,4
289.01,165.38,168,32,0,0,6
186.23,133.50,169,31,1,1,5
353.15,393.47,171,30,0,1,15
152.56,129.49,172,31,1,0,5
278.45,154.27,176,30,1,0,6
2.67,356.82,177,32,0,1,12
69.55,78.77,181,30,0,1,0
237.80,373.68,183,32,1,1,14
150.25,353.72,184,33,1,1,13
266.70,119.37,185,30,0,1,6
137.70,215.01,187,32,0,0,9
366.41,174.13,188,30,0,2,7
209.94,309.40,190,31,1,1,14
332.84,188.30,193,32,1,1,7
189.81,83.09,194,30,0,0,1
10.09,212.62,195,32,0,1,8
70.23,369.10,196,30,1,0,12
324.24,189.79,198,31,1,1,7
29.79,168.13,200,33,1,0,4
118.35,92.20,201,30,0,1,1
338.95,108.19,203,31,0,0,7
161.62,289.88,204,30,1,1,9
197.00,294.71,205,33,1,1,9
104.49,46.88,206,32,1,1,1
134.33,218.69,207,32,0,0,9
109.96,249.28,211,33,1,0,9
39.23,2.51,212,32,0,1,0
397.32,137.80,213,32,0,1,7
302.09,180.64,217,32,0,1,7
203.41,378.13,218,33,1,1,14
94.39,9.52,219,32,0,1,0
7.45,147.86,221,33,1,1,4
84.79,230.33,222,32,0,1,8
42.64,287.95,224,32,0,0,8
137.43,380.38,225,33,0,1,13
238.39,216.23,226,33,1,0,10
115.39,144.98,230,30,0,2,5
342.08,204.46,232,30,1,2,11
341.85,349.06,233,32,1,0,15
181.06,102.88,234,32,0,1,5
291.30,196.83,236,31,1,0,6
340.00,32.73,237,32,0,0,3
158.01,209.63,238,32,0,1,9
163.20,37.77,239,33,1,0,1
322.31,241.15,240,32,1,1,11
221.24,175.24,245,33,0,0,6
395.13,223.67,249,32,1,1,11
238.00,366.14,250,30,1,1,14
276.14,353.78,251,31,0,1,14
351.69,5.33,253,33,0,1,3
195.16,29.98,255,33,1,0,1
162.86,261.01,256,30,1,0,9
46.69,377.88,257,31,0,1,12
365.74,296.12,258,30,0,1,11
54.12,92.53,260,30,1,0,0
179.05,176.55,261,33,1,1,5
308.40,231.36,263,31,1,1,11
352.37,372.44,264,33,0,1,15
165.26,382.62,267,32,0,0,13
155.42,135.22,269,32,0,1,5
255.45,144.32,270,31,0,1,6
152.94,127.17,271,33,0,2,5
47.97,317.87,273,32,0,1,12
89.57,280.50,276,30,1,2,8
242.48,254.83,277,32,1,0,10
45.11,74.98,279,30,0,1,0
356.01,353.47,281,31,0,0,15
149.32,232.03,282,31,1,2,9
310.76,163.92,283,32,1,0,7
156.68,390.19,290,32,1,0,13
317.02,31.28,292,30,0,2,3
259.91,198.12,293,33,0,1,6
206.77,28.24,295,33,0,1,2
167.19,18.68,296,33,1,0,1
6.57,304.40,298,32,0,0,12
26.08,307.47,299,32,1,1,12
123.48,184.17,300,32,1,0,5
329.28,101.50,301,32,1,0,7
339.22,142.10,302,33,1,0,7
202.94,82.49,303,31,1,2,2
189.55,206.34,305,32,0,1,9
151.32,250.94,307,33,0,1,9
34.48,248.99,308,30,1,1,8
219.73,96.10,309,30,1,0,2
220.44,84.18,311,30,1,1,2
24.14,369.60,312,31,0,2,12
79.07,33.60,314,31,1,0,0
337.78,266.02,315,31,1,1,11
148.79,399.66,316,30,1,0,13
157.70,40.57,321,32,1,1,1
362.00,103.43,322,32,1,1,7
349.39,121.93,326,33,1,1,7
372.10,50.08,327,33,0,1,3
166.84,285.57,328,31,0,1,9
342.49,245.32,330,32,1,1,11
148.81,324.07,335,33,1,1,13
354.55,306.39,337,30,0,0,15
2.87,155.20,338,31,1,1,4
243.49,192.56,339,30,0,2,6
231.19,369.19,341,33,0,2,14
396.91,13.99,346,32,0,1,3
191.99,144.93,347,32,1,1,5
141.52,200.51,351,30,0,1,9
348.15,49.17,352,32,1,0,3
282.90,303.79,354,32,0,1,14
153.63,358.39,355,31,0,1,13
364.96,193.27,356,33,1,1,7
338.24,164.18,357,30,0,0,7
330.07,126.63,359,30,0,1,7
211.90,398.46,360,30,0,0,14
9.20,253.96,363,33,1,0,8
75.14,211.63,365,31,0,0,8
383.65,51.03,366,32,0,1,3
366.76,317.78,369,31,1,1,15
56.06,244.34,370,33,1,1,8
42.08,229.45,372,31,1,0,8
183.11,49.18,376,33,1,1,1
331.54,310.58,377,33,0,1,15
377.83,395.86,378,32,1,2,15
271.43,290.66,379,33,1,1,10
305.58,59.95,380,31,0,1,3
314.35,68.92,382,33,1,1,3
58.40,155.49,383,32,1,1,4
392.78,247.86,387,30,1,1,11
372.59,311.61,389,32,1,0,15
83.94,4.28,390,33,1,0,0
354.07,303.68,393,31,1,1,15
354.01,266.27,395,33,1,0,11
373.61,8.21,396,30,1,0,3
98.34,173.25,397,31,1,1,4
197.19,238.50,398,33,0,1,9
117.95,381.83,399,32,1,0,13
172.86,267.85,401,30,1,1,9
295.92,156.56,404,33,0,0,6
75.38,276.51,405,31,1,0,8
320.41,384.61,408,31,0,1,15
322.05,35.72,410,31,0,1,3
152.72,240.69,417,33,1,0,9
273.43,211.65,419,32,1,1,10
329.32,341.50,420,32,1,1,15
115.85,192.45,422,32,0,0,5
339.77,322.50,423,31,0,0,15
256.22,319.52,424,30,0,0,14
294.71,188.85,425,32,0,2,6
194.08,227.12,426,31,1,0,9
330.65,257.60,429,32,1,0,11
155.24,167.08,432,30,1,1,5
348.19,195.40,433,30,0,0,7
57.41,112.07,434,31,0,0,4
364.51,71.76,435,31,0,2,3
208.05,21.04,436,32,0,0,2
329.95,157.35,437,31,0,0,7
27.55,10.13,443,32,0,1,0
398.42,37.22,444,30,1,1,3
26.00,137.08,448,30,0,0,4
109.14,228.69,451,31,1,0,9
58.66,147.08,452,33,1,2,4
277.44,282.21,454,33,1,0,10
72.25,72.42,455,31,0,1,0
292.47,57.63,456,33,1,1,2
84.79,196.76,458,33,1,0,4
95.39,74.82,461,31,1,1,0
202.70,237.45,465,33,1,1,10
368.57,132.22,467,30,1,0,7
36.10,398.09,468,32,0,1,12
36.53,189.33,469,31,0,0,4
206.65,47.61,470,31,0,1,2
353.74,115.26,471,32,1,1,7
93.74,230.07,472,31,1,0,8
287.31,138.80,475,33,0,2,6
251.37,386.89,476,30,1,1,14
91.46,227.10,477,32,0,0,8
398.27,198.57,478,33,1,0,7
165.56,109.13,482,33,0,2,5
242.60,221.25,483,32,0,0,10
83.46,192.01,484,32,1,1,4
381.58,386.87,485,30,0,1,15
196.80,384.04,487,30,1,0,13
385.04,77.60,488,30,1,0,3
35.35,258.85,490,30,0,1,8
49.14,100.82,494,33,1,0,4
306.12,253.06,496,31,0,1,11
328.79,242.44,497,32,0,1,11
365.91,173.35,498,30,0,1,7
265.41,13.17,499,32,0,0,2
43.49,187.61,0,30,1,0,4
346.57,188.96,0,29,0,0,7
257.23,320.87,0,29,0,0,14
184.87,154.64,0,29,0,0,5
323.32,194.66,0,29,0,0,7
131.77,210.93,0,28,0,1,9
89.98,191.03,0,28,0,0,4
35.55,252.21,0,28,0,0,8
384.44,232.94,0,28,1,1,11
160.34,213.24,0,28,0,1,9
132.81,22.34,0,28,0,1,1
334.90,3.52,0,28,0,1,3
201.86,161.87,0,28,0,1,6
161.61,229.69,0,27,0,0,9
172.63,371.62,0,26,0,0,13
144.41,236.51,0,26,0,0,9
8.21,192.95,0,26,1,0,4
278.04,395.62,0,26,1,0,14
228.09,327.72,0,26,1,1,14
141.10,212.78,0,26,0,0,9
277.39,395.97,0,26,0,1,14
56.11,120.50,0,26,0,1,4
117.01,251.93,0,25,1,1,9
189.32,288.79,0,25,1,2,9
20.75,337.39,0,25,0,1,12
355.48,396.40,0,25,0,1,15
130.91,61.99,0,24,1,0,1
165.69,230.73,0,24,0,1,9
352.69,386.13,0,24,0,1,15
29.78,280.98,0,24,1,0,8
286.66,52.90,0,24,0,0,2
61.16,146.77,0,24,0,0,4
192.52,346.98,0,24,0,0,13
372.74,142.41,0,24,1,0,7
301.45,149.06,0,24,0,0,7
143.21,120.98,0,23,1,0,5
251.46,163.27,0,23,1,0,6
258.41,179.73,0,23,0,0,6
338.22,134.87,0,22,1,1,7
280.49,195.24,0,22,1,1,6
226.54,4.89,0,22,0,1,2
129.20,292.78,0,22,0,0,9
257.69,342.73,0,22,1,1,14
270.86,267.19,0,21,1,0,10
256.91,213.96,0,21,0,0,10
382.09,254.60,0,21,0,1,11
100.30,276.04,0,21,0,0,9
254.06,27.46,0,21,1,0,2
0.26,21.21,0,21,0,0,0
72.57,114.53,0,21,1,0,4
353.30,36.76,0,20,1,1,3
312.90,334.70,0,20,1,2,15
160.86,347.68,0,20,0,0,13
11.78,163.30,0,20,0,0,4
302.72,33.79,0,20,1,0,3
270.45,149.39,0,20,0,1,6
174.07,321.59,0,20,1,0,13
99.99,170.42,0,20,0,0,4
24.70,235.13,0,20,1,0,8
263.05,112.62,0,20,0,0,6
48.05,266.03,0,19,1,1,8
362.17,183.56,0,19,1,0,7
109.38,315.23,0,19,0,0,13
84.24,205.70,0,19,1,0,8
195.99,6.31,0,19,0,0,1
214.10,170.16,0,19,1,0,6
239.59,231.89,0,19,1,0,10
327.24,240.93,0,18,0,0,11
135.20,279.83,0,18,0,1,9
124.77,202.73,0,18,1,1,9
275.13,301.80,0,18,0,0,14
369.42,39.93,0,18,1,0,3
347.66,7.77,0,18,1,0,3
136.09,29.11,0,18,0,0,1
83.69,130.14,0,18,0,1,4
141.26,183.31,0,18,0,0,5
63.00,347.80,0,18,0,1,12
349.28,307.43,0,17,1,0,15
275.39,219.47,0,17,0,0,10
28.95,90.53,0,17,1,1,0
278.55,33.11,0,16,0,0,2
176.68,9.43,0,16,0,0,1
136.41,50.74,0,16,0,1,1
194.58,275.92,0,16,1,0,9
97.16,285.84,0,16,0,1,8
44.34,275.36,0,16,0,1,8
282.77,276.13,0,16,1,1,10
186.08,239.90,0,16,1,0,9
78.18,43.30,0,15,0,0,0
292.86,44.12,0,15,1,1,2
164.67,6.76,0,15,0,0,1
120.52,188.95,0,15,0,0,5
53.80,180.35,0,14,0,0,4
126.93,208.41,0,13,1,1,9
119.94,286.07,0,13,0,0,9
99.70,175.14,0,13,0,0,4
168.79,282.30,0,13,1,0,9
147.69,363.08,0,12,1,1,13
129.13,285.44,0,12,0,0,9
78.71,186.52,0,12,0,1,4
170.78,70.06,0,12,1,0,1
288.98,36.23,0,12,0,2,2
361.94,146.74,0,12,1,0,7
21.38,215.52,0,12,0,0,8
327.67,81.36,0,11,0,1,3
345.15,231.35,0,11,0,0,11
24.93,144.16,0,11,0,0,4
23.90,169.85,0,10,0,0,4
331.96,274.60,0,10,1,2,11
79.93,265.63,0,10,0,2,8
352.11,0.30,0,10,0,0,3
11.56,145.01,0,10,1,0,4
370.50,26.90,0,10,1,1,3
202.14,201.32,0,10,0,0,10
337.95,290.88,0,10,0,0,11
94.27,160.27,0,10,0,0,4
159.47,41.58,0,10,0,0,1
18.53,211.47,0,10,1,1,8
139.68,220.45,0,9,1,0,9
38.09,392.10,0,9,1,0,12
166.59,66.27,0,9,1,0,1
192.48,308.88,0,9,1,1,13
131.83,323.42,0,9,0,1,13
79.40,44.49,0,9,1,1,0
314.83,232.53,0,9,0,0,11
337.61,393.88,0,9,1,0,15
351.62,277.77,0,8,0,0,11
203.49,6.90,0,8,0,0,2
138.93,229.36,0,8,1,0,9
168.89,105.74,0,8,1,0,5
193.64,272.76,0,8,0,0,9
342.74,287.30,0,8,0,0,11
141.03,9.75,0,8,1,1,1
222.52,93.00,0,8,1,0,2
274.25,110.20,0,7,1,1,6
93.48,291.49,0,7,0,0,8
187.27,50.11,0,7,0,0,1
97.21,384.81,0,7,1,0,12
207.81,394.56,0,7,1,0,14
166.87,251.29,0,7,0,0,9
354.26,394.71,0,6,0,1,15
374.89,244.58,0,6,0,0,11
242.37,198.59,0,6,0,0,6
374.72,22.89,0,6,0,0,3
386.24,65.97,0,5,1,0,3
345.81,22.42,0,5,1,1,3
61.74,131.66,0,5,1,1,4
3.60,346.58,0,5,1,1,12
391.17,116.35,0,4,1,0,7
99.83,336.69,0,4,0,0,12
15.19,351.31,0,4,0,0,12
36.34,325.95,0,4,0,1,12
225.35,187.67,0,4,1,2,6
372.80,185.65,0,4,0,0,7
195.87,329.08,0,4,1,0,13
287.95,87.65,0,4,0,0,2
179.05,349.47,0,4,0,0,13
236.50,96.28,0,4,0,1,2
173.18,43.53,0,3,1,1,1
275.98,131.40,0,3,1,0,6
367.08,264.95,0,3,1,0,11
399.42,253.09,0,3,1,1,11
328.14,129.27,0,3,1,1,7
169.73,235.02,0,3,1,0,9
85.79,62.51,0,3,0,0,0
238.31,132.10,0,3,0,0,6
157.78,362.51,0,2,1,0,13
389.15,167.08,0,2,1,0,7
305.39,175.47,0,2,1,1,7
49.77,108.52,0,2,0,0,4
382.91,197.24,0,2,0,0,7
154.97,386.18,0,2,1,0,13
88.10,149.08,0,2,0,0,4
114.99,231.36,0,2,0,1,9
159.38,45.88,0,2,0,0,1
391.72,22.08,0,2,0,1,3
239.24,61.00,0,2,0,0,2
172.82,253.57,0,2,0,0,9
51.55,106.59,0,1,1,0,4
81.27,271.22,0,1,1,0,8
208.12,122.63,0,1,1,0,6
218.03,360.36,0,1,0,2,14
141.80,311.97,0,1,1,0,13
159.25,126.36,0,1,0,0,5
179.09,2.56,0,1,0,1,1
135.99,318.65,0,1,0,1,13
245.92,233.08,0,1,1,1,10
126.99,261.74,0,1,0,1,9
177.87,92.61,0,1,0,0,1
183.90,101.65,0,1,1,0,5
322.25,32.50,0,1,0,0,3
232.21,140.98,0,1,1,0,6
58.07,67.01,0,1,1,2,0
