XCOORD,YCOORD,ID,age,sex,genetics,gridIn
243.17,135.51,0,4,1,2,6
77.30,164.90,1,3,1,1,4
373.56,273.08,2,3,1,1,11
87.23,368.38,3,3,1,2,12
11.39,199.79,4,2,0,1,4
180.45,165.89,5,2,0,0,5
308.59,236.97,6,1,0,1,11
27.18,132.54,7,2,1,1,4
155.85,342.33,8,3,0,1,13
230.72,207.96,9,2,0,1,10
277.68,249.05,10,4,0,2,10
347.70,326.44,11,3,1,2,15
117.93,91.90,12,4,1,2,1
100.01,371.31,13,3,0,1,13
246.15,130.12,14,2,0,1,6
382.33,380.07,15,4,1,1,15
92.26,103.15,16,4,0,2,4
381.14,319.24,17,4,1,1,15
237.13,339.74,18,3,1,1,14
346.99,363.93,19,1,0,1,15
169.20,214.24,20,2,1,1,9
326.58,34.50,21,4,0,1,3
386.21,161.60,22,2,1,1,7
297.96,152.37,23,3,0,1,6
181.15,85.05,24,1,1,1,1
236.76,89.59,25,2,0,1,2
139.82,221.29,26,2,0,1,9
233.06,370.95,27,2,1,0,14
286.44,191.10,28,4,0,2,6
350.64,225.99,29,2,0,2,11
177.56,309.60,30,1,1,0,13
165.32,188.80,31,3,1,0,5
310.35,259.42,32,3,1,1,11
373.80,329.85,33,3,0,1,15
53.08,46.06,34,4,1,2,0
348.82,337.05,35,4,0,1,15
16.90,164.99,36,1,1,1,4
391.64,138.88,37,3,1,1,7
241.74,269.07,38,4,1,1,10
81.60,384.14,39,1,0,1,12
195.88,166.28,40,2,0,0,5
147.69,337.33,41,1,1,1,13
329.91,208.80,42,1,0,1,11
350.74,46.24,43,3,1,0,3
339.48,122.39,44,2,0,0,7
113.65,370.25,45,3,0,1,13
26.48,359.53,46,1,0,1,12
259.99,343.20,47,1,1,2,14
157.19,377.05,48,3,1,2,13
286.48,271.44,49,4,1,1,10
175.37,317.06,50,2,1,1,13
91.07,156.02,51,3,0,1,4
332.21,362.04,52,3,1,1,15
110.33,383.79,53,1,1,1,13
120.62,140.15,54,2,1,2,5
282.06,125.44,55,3,1,1,6
300.58,337.71,56,2,1,1,15
23.18,352.09,57,2,1,0,12
371.78,312.89,58,1,1,1,15
195.96,285.08,59,4,1,2,9
352.69,235.19,60,4,1,0,11
320.01,21.90,61,1,0,0,3
237.88,292.28,62,2,0,1,10
166.95,217.96,63,2,1,1,9
93.81,60.81,64,4,1,1,0
361.74,151.69,65,2,0,1,7
197.01,268.42,66,1,0,2,9
164.32,71.60,67,2,1,2,1
230.08,393.70,68,1,0,1,14
195.31,76.28,69,1,0,0,1
94.68,387.17,70,1,0,2,12
165.65,67.27,71,4,0,1,1
191.57,89.68,72,3,1,0,1
295.19,228.06,73,2,0,1,10
188.09,129.61,74,4,0,1,5
213.24,183.39,75,2,1,1,6
135.67,223.18,76,2,1,1,9
198.72,343.90,77,1,0,2,13
241.43,24.80,78,3,0,1,2
68.90,104.18,79,4,0,1,4
224.97,69.12,80,2,0,1,2
47.08,310.21,81,3,1,1,12
158.14,105.09,82,3,1,1,5
354.85,258.12,83,4,0,2,11
198.82,310.54,84,4,1,0,13
83.18,136.12,85,1,0,1,4
178.29,309.12,86,2,1,2,13
205.41,396.85,87,3,1,1,14
141.74,352.74,88,1,1,0,13
393.54,7.48,89,3,0,2,3
241.07,61.31,90,2,0,2,2
350.13,57.27,91,1,1,1,3
166.97,262.91,92,4,0,0,9
249.36,286.67,93,4,1,0,10
273.98,94.32,94,4,1,2,2
257.06,346.83,95,2,1,0,14
166.48,351.98,96,2,0,1,13
377.34,301.37,97,1,0,0,15
65.41,87.79,98,2,1,1,0
61.65,25.99,99,4,0,1,0
10.40,155.10,100,3,0,1,4
183.01,259.82,101,3,1,1,9
208.05,294.53,102,3,1,2,10
125.70,359.64,103,4,0,2,13
4.12,222.42,104,4,1,1,8
257.98,255.59,105,2,1,2,10
300.00,233.70,106,1,0,1,10
358.06,90.61,107,4,0,0,3
383.59,273.95,108,3,0,1,11
246.90,374.44,109,4,1,1,14
35.94,2.65,110,1,0,1,0
163.81,123.11,111,3,0,1,5
262.64,216.61,112,3,1,1,10
18.46,161.45,113,4,0,2,4
15.61,219.79,114,1,0,2,8
130.41,132.20,115,4,1,2,5
226.57,15.35,116,2,1,1,2
166.87,399.38,117,1,0,1,13
121.02,137.00,118,4,0,2,5
120.48,380.04,119,4,0,0,13
333.33,176.33,120,2,0,0,7
272.86,150.11,121,3,1,1,6
339.65,199.87,122,4,0,1,7
293.43,373.04,123,1,0,2,14
242.77,67.99,124,2,0,0,2
226.83,56.83,125,1,0,2,2
221.45,265.01,126,3,0,1,10
108.40,95.38,127,3,0,1,1
269.28,332.80,128,2,1,2,14
197.69,140.23,129,4,0,1,5
132.15,333.30,130,1,0,1,13
161.32,106.95,131,4,1,0,5
330.73,192.85,132,2,0,1,7
306.99,254.12,133,4,0,1,11
276.19,37.78,134,2,1,1,2
201.42,102.50,135,1,1,2,6
374.85,203.66,136,2,0,2,11
97.54,7.60,137,2,1,0,0
277.98,150.40,138,4,1,1,6
139.20,393.13,139,1,1,1,13
236.83,150.39,140,2,0,1,6
257.97,93.38,141,4,1,1,2
162.94,129.36,142,1,1,2,5
306.37,293.72,143,4,0,0,11
352.82,361.07,144,3,0,2,15
15.09,153.99,145,1,0,2,4
87.39,307.36,146,4,0,0,12
60.01,256.19,147,1,0,0,8
264.08,298.82,148,4,0,0,10
350.79,47.73,149,4,0,1,3
22.51,262.56,150,1,0,0,8
270.95,31.31,151,1,0,2,2
216.94,210.03,152,1,0,2,10
229.38,84.89,153,3,1,2,2
228.82,23.44,154,3,0,1,2
39.89,303.05,155,4,1,1,12
180.98,107.06,156,4,0,1,5
138.69,151.87,157,2,1,0,5
242.41,237.45,158,4,0,1,10
120.82,230.91,159,4,1,1,9
65.06,136.70,160,1,0,0,4
370.72,103.02,161,2,0,0,7
129.02,195.95,162,4,1,2,5
388.24,125.36,163,3,0,0,7
171.88,19.95,164,1,1,1,1
41.55,326.62,166,2,1,1,12
124.40,66.33,167,4,1,1,1
387.81,351.78,168,4,0,1,15
225.00,30.04,169,1,0,1,2
351.58,395.71,170,3,0,2,15
268.63,398.28,171,2,0,2,14
316.11,236.40,172,1,0,2,11
345.22,19.48,173,2,1,2,3
133.41,140.92,174,4,1,1,5
177.41,165.98,175,2,0,1,5
362.06,3.24,176,2,0,1,3
40.40,388.53,177,1,1,1,12
349.19,53.04,178,3,1,1,3
288.85,204.30,179,1,1,2,10
328.48,351.76,180,1,0,0,15
228.51,286.70,181,1,0,2,10
179.82,227.78,182,1,1,0,9
364.64,259.89,183,2,0,2,11
294.74,342.25,185,4,0,0,14
305.56,165.83,186,3,1,2,7
109.13,274.68,187,3,0,1,9
128.34,281.83,188,4,0,1,9
293.46,132.95,189,2,0,1,6
140.87,347.32,190,1,0,1,13
32.37,22.24,191,2,0,1,0
311.74,36.45,192,3,0,0,3
37.99,322.32,193,1,1,1,12
396.72,309.68,194,3,0,1,15
383.16,123.73,195,2,1,1,7
189.73,152.66,196,2,1,0,5
155.08,252.05,197,2,1,0,9
130.15,188.35,198,1,1,1,5
180.70,314.89,199,2,0,1,13
239.38,157.89,200,1,1,2,6
256.26,31.09,201,4,1,0,2
233.74,362.43,202,3,0,1,14
237.41,311.81,203,2,0,1,14
191.10,294.91,204,1,0,0,9
396.44,204.77,205,4,1,0,11
18.17,97.05,206,3,1,0,0
239.34,104.30,207,4,1,1,6
241.38,200.05,208,1,1,2,10
2.06,136.59,209,3,1,2,4
321.85,69.59,210,1,1,1,3
145.70,326.47,211,4,1,1,13
279.19,39.59,212,1,0,1,2
84.02,42.05,213,2,0,1,0
176.77,72.72,214,3,1,2,1
362.71,372.64,215,2,1,1,15
139.42,323.93,216,2,0,1,13
333.50,32.80,217,2,0,0,3
64.89,36.63,218,3,0,1,0
134.27,369.19,220,3,0,1,13
111.33,182.78,221,2,1,1,5
209.56,74.23,222,3,1,2,2
96.60,199.87,223,2,1,2,4
248.18,166.75,224,3,1,1,6
15.25,103.43,225,3,1,1,4
125.27,145.01,226,2,1,0,5
212.77,108.77,227,4,1,1,6
256.54,399.17,228,3,1,1,14
373.69,62.77,229,1,1,1,3
26.67,293.14,230,1,0,1,8
73.97,250.56,231,2,1,1,8
398.62,132.93,232,2,0,1,7
155.65,4.09,233,2,0,0,1
202.54,75.13,234,1,1,1,2
272.52,6.46,235,1,1,1,2
362.62,61.99,236,4,1,2,3
280.61,83.00,237,2,1,0,2
193.22,219.98,238,4,0,0,9
184.35,337.01,239,1,0,2,13
109.09,11.05,240,3,1,1,1
272.42,297.20,241,1,0,2,10
139.01,141.61,242,4,1,0,5
310.04,311.34,243,1,1,0,15
82.35,193.20,244,2,1,1,4
317.59,347.32,245,3,1,1,15
296.56,208.20,246,3,1,1,10
124.33,148.35,247,3,0,1,5
261.87,129.05,248,1,0,2,6
185.33,253.03,249,3,0,1,9
271.95,193.24,250,3,1,2,6
346.99,229.05,251,3,0,2,11
387.26,283.19,252,1,0,1,11
60.54,297.59,253,3,0,2,8
104.65,135.82,254,4,1,2,5
42.11,238.85,255,4,0,1,8
221.91,291.00,256,3,1,1,10
188.49,278.53,257,2,1,1,9
325.72,380.18,258,1,1,1,15
225.29,238.71,259,1,1,1,10
353.12,21.17,260,3,0,2,3
56.67,111.31,261,2,1,1,4
315.24,151.18,262,1,0,1,7
320.08,47.38,263,2,1,2,3
146.04,244.24,264,2,1,1,9
31.59,303.54,265,2,1,2,12
41.88,12.25,266,1,0,1,0
64.51,216.18,267,4,0,2,8
47.41,330.26,268,4,0,1,12
362.11,397.35,269,2,1,0,15
323.72,113.34,270,3,0,1,7
306.61,305.81,271,1,1,1,15
192.88,361.53,272,2,0,1,13
259.63,19.17,273,1,0,0,2
365.83,197.97,274,3,1,1,7
342.26,173.46,275,4,0,1,7
44.65,6.45,276,3,0,0,0
132.53,244.52,277,4,0,1,9
79.49,23.45,278,2,1,2,0
12.86,318.50,279,3,1,0,12
374.80,241.76,280,1,1,0,11
374.47,137.24,281,3,1,0,7
393.99,198.43,282,4,0,1,7
249.78,257.55,283,4,1,1,10
158.18,384.23,284,2,1,1,13
88.42,364.13,285,4,0,2,12
23.68,254.28,286,2,1,2,8
157.59,267.29,287,2,1,1,9
363.46,260.79,288,3,1,1,11
24.78,37.12,289,4,0,0,0
340.98,164.71,290,4,0,1,7
10.75,103.36,291,2,1,1,4
394.76,311.73,292,3,0,0,15
30.98,97.32,294,2,1,1,0
267.62,316.82,295,2,0,0,14
266.28,370.80,296,4,1,2,14
242.72,153.83,297,3,1,1,6
8.57,202.18,298,4,1,1,8
367.89,199.88,299,2,1,1,7
303.74,111.86,300,3,1,1,7
255.69,100.56,301,3,0,0,6
55.89,44.09,302,1,0,1,0
115.80,169.40,303,4,0,0,5
2.58,176.12,304,4,1,1,4
230.37,71.89,305,3,1,2,2
47.05,174.36,306,4,0,2,4
289.42,358.67,307,4,0,1,14
240.89,28.75,308,4,1,2,2
218.70,388.35,309,4,0,1,14
71.58,211.98,310,1,1,1,8
228.76,291.54,311,2,1,1,10
362.40,61.21,312,1,1,0,3
2.97,56.32,313,4,0,1,0
112.05,337.67,314,4,0,2,13
168.03,158.98,315,2,1,1,5
71.69,311.14,316,1,1,1,12
164.36,187.47,317,4,1,1,5
54.31,85.58,318,4,1,2,0
9.49,282.10,319,1,1,2,8
128.82,161.61,320,1,1,2,5
208.18,295.09,321,2,0,1,10
395.58,343.79,322,1,0,1,15
86.62,100.11,323,4,0,1,4
310.04,195.73,324,2,0,1,7
162.02,339.41,325,3,0,2,13
359.52,311.92,326,2,1,0,15
54.00,9.30,327,2,1,2,0
27.59,283.61,328,4,1,0,8
