XCOORD,YCOORD,ID,age,sex,genetics,gridIn
77.30,164.90,1,24,1,1,4
373.56,273.08,2,24,1,1,11
87.23,368.38,3,24,1,2,12
180.45,165.89,5,23,0,0,5
308.59,236.97,6,22,0,1,11
27.18,132.54,7,23,1,1,4
155.85,342.33,8,24,0,1,13
230.72,207.96,9,23,0,1,10
277.68,249.05,10,25,0,2,10
117.93,91.90,12,25,1,2,1
246.15,130.12,14,23,0,1,6
92.26,103.15,16,25,0,2,4
381.14,319.24,17,25,1,1,15
237.13,339.74,18,24,1,1,14
346.99,363.93,19,22,0,1,15
169.20,214.24,20,23,1,1,9
326.58,34.50,21,25,0,1,3
386.21,161.60,22,23,1,1,7
236.76,89.59,25,23,0,1,2
233.06,370.95,27,23,1,0,14
286.44,191.10,28,25,0,2,6
177.56,309.60,30,22,1,0,13
53.08,46.06,34,25,1,2,0
16.90,164.99,36,22,1,1,4
241.74,269.07,38,25,1,1,10
195.88,166.28,40,23,0,0,5
147.69,337.33,41,22,1,1,13
329.91,208.80,42,22,0,1,11
350.74,46.24,43,24,1,0,3
339.48,122.39,44,23,0,0,7
259.99,343.20,47,22,1,2,14
157.19,377.05,48,24,1,2,13
175.37,317.06,50,23,1,1,13
91.07,156.02,51,24,0,1,4
110.33,383.79,53,22,1,1,13
120.62,140.15,54,23,1,2,5
23.18,352.09,57,23,1,0,12
195.96,285.08,59,25,1,2,9
320.01,21.90,61,22,0,0,3
237.88,292.28,62,23,0,1,10
166.95,217.96,63,23,1,1,9
93.81,60.81,64,25,1,1,0
361.74,151.69,65,23,0,1,7
164.32,71.60,67,23,1,2,1
230.08,393.70,68,22,0,1,14
195.31,76.28,69,22,0,0,1
191.57,89.68,72,24,1,0,1
295.19,228.06,73,23,0,1,10
188.09,129.61,74,25,0,1,5
213.24,183.39,75,23,1,1,6
198.72,343.90,77,22,0,2,13
68.90,104.18,79,25,0,1,4
224.97,69.12,80,23,0,1,2
47.08,310.21,81,24,1,1,12
158.14,105.09,82,24,1,1,5
198.82,310.54,84,25,1,0,13
83.18,136.12,85,22,0,1,4
205.41,396.85,87,24,1,1,14
141.74,352.74,88,22,1,0,13
350.13,57.27,91,22,1,1,3
166.97,262.91,92,25,0,0,9
257.06,346.83,95,23,1,0,14
