XCOORD,YCOORD,ID,age,sex,genetics,gridIn
196.09,55.03,0,7,0,2,1
320.15,254.46,1,7,0,1,11
300.15,54.95,2,7,0,1,3
281.67,153.47,3,6,0,2,6
350.26,61.13,4,7,0,0,3
105.05,179.52,6,9,1,1,5
346.59,262.46,7,9,1,2,11
323.23,0.91,8,6,1,2,3
37.52,84.07,9,9,1,0,0
217.46,64.07,10,7,0,2,2
136.24,162.61,11,7,0,1,5
233.52,128.69,12,7,0,1,6
339.82,229.14,13,9,0,0,11
128.49,380.34,14,6,1,0,13
221.03,95.81,15,7,1,2,2
215.91,25.62,16,7,1,2,2
239.76,315.25,17,9,0,1,14
22.19,60.58,18,8,1,0,0
269.15,309.16,20,9,0,0,14
60.95,315.42,21,7,0,1,12
138.69,262.40,24,7,1,1,9
50.23,30.33,25,7,0,1,0
366.03,34.82,26,9,0,2,3
174.14,71.18,27,8,1,0,1
101.70,62.26,28,6,0,2,1
31.25,29.28,29,6,1,2,0
345.66,216.92,30,7,0,2,11
296.06,130.59,31,8,0,1,6
285.11,111.12,32,9,0,1,6
302.11,65.37,33,6,1,0,3
188.92,393.63,34,6,1,0,13
143.98,328.12,35,8,0,1,13
310.81,154.98,36,8,0,2,7
271.77,281.89,37,6,0,1,10
284.17,284.73,38,9,1,0,10
183.25,368.21,39,9,0,2,13
276.76,362.06,42,7,1,1,14
164.51,349.75,44,9,0,2,13
109.63,67.58,45,9,0,2,1
365.54,239.89,47,6,0,1,11
181.51,75.64,48,6,1,2,1
351.19,82.11,49,6,1,1,3
279.08,336.20,50,7,0,1,14
181.94,163.05,51,9,0,1,5
390.23,65.67,52,6,0,1,3
166.08,335.41,53,9,1,0,13
178.34,34.81,54,9,1,1,1
377.07,110.60,55,9,1,1,7
145.47,204.21,56,8,0,2,9
279.22,117.07,57,6,1,1,6
308.22,241.23,59,6,0,2,11
220.00,249.41,60,7,0,1,10
334.55,210.51,61,7,1,2,11
199.07,175.54,62,9,1,0,5
202.52,29.36,63,8,0,0,2
346.92,39.78,64,8,0,2,3
49.51,217.98,65,7,0,2,8
153.89,46.41,66,6,1,1,1
33.70,238.23,67,8,1,0,8
210.50,50.10,68,7,0,1,2
199.58,162.89,69,6,0,1,5
194.76,165.97,70,6,0,0,5
391.38,127.00,71,7,1,1,7
200.85,38.34,72,8,0,1,2
342.11,232.00,73,8,1,2,11
40.88,272.65,74,7,0,2,8
21.45,395.20,75,9,1,2,12
304.14,184.02,76,7,0,1,7
376.75,371.96,77,6,0,0,15
223.06,114.77,78,6,1,1,6
229.61,355.65,79,8,1,1,14
98.56,184.20,81,6,0,0,4
395.80,199.37,82,9,1,1,7
61.73,316.09,83,8,1,2,12
151.78,85.57,84,8,0,2,1
368.09,362.68,85,8,0,2,15
182.45,361.08,86,9,0,1,13
258.30,159.44,87,7,0,1,6
385.56,351.78,89,9,1,2,15
176.92,138.72,90,6,1,0,5
209.54,124.73,91,9,0,2,6
4.00,376.56,92,7,0,2,12
80.31,77.74,93,9,1,2,0
136.50,35.59,94,6,0,0,1
362.60,334.31,95,6,0,0,15
238.75,381.13,96,8,0,1,14
232.63,86.22,97,7,0,1,2
135.49,372.05,99,8,1,1,13
131.69,354.98,100,6,0,1,13
201.19,379.38,101,9,1,1,14
112.62,25.91,102,8,0,1,1
361.79,175.00,103,9,0,2,7
231.06,278.50,104,6,0,1,10
353.44,139.70,106,6,0,2,7
70.05,212.47,107,8,0,1,8
237.27,354.22,108,9,0,1,14
301.25,66.12,109,6,1,1,3
282.84,226.99,110,6,1,0,10
71.30,253.27,111,8,1,2,8
378.72,395.93,112,8,0,2,15
47.08,171.51,113,9,1,0,4
110.23,48.81,114,9,0,1,1
258.97,234.79,115,8,0,1,10
100.19,194.17,116,8,1,2,5
195.36,114.62,117,9,0,2,5
288.79,161.36,118,8,0,2,6
221.99,91.55,119,7,0,0,2
310.98,264.04,120,9,1,2,11
236.11,139.46,121,8,1,2,6
173.09,106.04,122,7,1,2,5
370.92,48.26,123,6,1,1,3
82.93,362.11,124,9,1,0,12
60.47,6.24,125,6,0,0,0
205.16,35.82,126,9,1,0,2
59.92,172.19,127,6,0,2,4
393.13,19.30,128,6,0,1,3
380.46,222.20,129,6,0,2,11
104.37,51.52,130,7,1,0,1
305.53,38.85,132,7,1,2,3
149.03,69.44,133,8,0,2,1
71.46,1.86,134,6,0,1,0
247.95,66.74,135,9,1,2,2
264.62,276.84,136,9,1,1,10
198.83,131.67,137,9,1,1,5
365.32,390.30,139,7,1,2,15
371.36,70.05,140,9,0,1,3
68.63,346.45,141,9,0,0,12
242.42,21.37,143,9,1,1,2
109.21,371.47,144,6,0,1,13
238.66,77.31,145,7,1,0,2
21.76,329.46,146,8,0,0,12
224.67,268.05,147,7,0,0,10
282.80,301.41,148,6,1,0,14
227.79,8.27,149,7,1,1,2
255.26,46.59,150,6,1,1,2
223.03,308.58,152,7,1,2,14
194.25,219.75,153,9,0,0,9
93.33,305.24,154,6,0,2,12
301.36,157.75,155,8,1,1,7
303.97,213.31,157,6,1,1,11
284.73,373.92,158,7,0,0,14
288.48,295.83,159,9,1,0,10
311.40,331.77,160,9,0,2,15
253.91,311.67,161,7,0,0,14
224.92,240.47,163,7,1,1,10
355.31,94.05,165,7,1,1,3
78.50,220.38,166,9,1,1,8
159.52,163.09,167,7,0,2,5
141.29,263.40,168,7,0,1,9
164.77,86.99,169,6,1,1,1
227.52,291.44,170,8,1,1,10
41.51,110.67,171,7,1,1,4
173.34,260.02,172,8,1,1,9
20.64,264.85,173,6,1,0,8
24.44,386.22,174,8,1,1,12
71.20,28.02,175,8,0,2,0
209.65,173.26,176,9,0,1,6
323.82,203.48,177,6,1,0,11
321.82,52.39,178,6,0,2,3
284.28,147.50,179,9,0,0,6
249.59,395.36,180,9,1,1,14
329.35,238.83,181,6,1,1,11
118.12,353.82,182,6,1,2,13
83.80,371.26,183,9,0,1,12
150.10,70.42,184,7,0,1,1
81.75,315.59,185,6,0,1,12
100.81,6.45,186,6,1,0,1
205.86,103.04,187,9,1,0,6
335.38,138.38,188,9,1,2,7
374.39,79.58,190,7,0,1,3
94.43,213.45,191,6,1,1,8
326.00,146.58,192,8,0,1,7
283.89,174.79,193,7,1,0,6
365.59,231.23,194,6,1,2,11
379.86,179.31,195,9,1,1,7
101.15,157.50,196,7,1,1,5
134.05,271.67,197,9,1,0,9
123.22,2.61,198,8,0,1,1
46.10,397.41,199,6,0,1,12
257.10,83.45,200,6,1,0,2
277.79,265.09,201,6,0,2,10
259.98,113.96,203,8,0,0,6
137.88,24.36,204,8,0,0,1
80.00,122.36,205,7,1,2,4
282.58,330.22,206,6,0,1,14
37.86,103.99,207,6,1,2,4
291.13,105.83,208,7,1,1,6
197.88,285.38,209,8,0,1,9
96.01,185.40,210,7,0,0,4
234.44,398.84,211,7,1,1,14
246.18,317.67,212,8,0,2,14
96.53,157.58,213,6,1,0,4
48.31,348.61,214,8,1,0,12
228.66,304.49,215,9,0,1,14
326.77,263.30,216,7,0,1,11
243.76,270.57,218,6,0,1,10
2.14,49.10,219,9,1,1,0
334.75,331.54,220,6,0,1,15
292.97,356.09,221,6,0,2,14
398.82,257.21,222,8,1,1,11
245.74,395.94,224,7,0,1,14
217.07,292.86,225,8,1,1,10
182.23,214.76,226,8,1,0,9
177.00,169.99,227,6,0,1,5
288.82,322.18,229,7,1,0,14
381.27,20.12,231,6,1,0,3
73.03,49.52,232,7,1,1,0
255.03,127.55,233,8,1,0,6
348.14,72.78,234,7,0,1,3
254.28,165.24,235,8,0,1,6
236.03,115.68,236,7,0,1,6
208.34,126.71,237,8,1,1,6
203.89,208.45,238,9,1,1,10
342.04,350.71,239,9,0,0,15
396.46,251.18,240,6,1,0,11
120.75,73.39,241,9,0,0,1
252.30,335.08,242,6,0,1,14
244.40,101.07,243,8,0,1,6
208.63,392.06,244,6,1,1,14
254.35,120.22,245,8,1,1,6
276.27,365.96,246,7,1,2,14
27.63,139.25,247,8,0,1,4
156.58,247.70,249,7,0,1,9
385.20,323.43,250,8,0,0,15
163.23,51.20,251,7,0,1,1
113.30,14.59,252,6,1,1,1
40.06,358.35,254,9,1,1,12
18.05,165.43,255,9,0,2,4
310.31,247.48,256,6,1,1,11
209.65,391.16,257,9,0,1,14
278.36,100.23,258,8,1,0,6
339.17,349.07,259,6,1,1,15
263.52,122.61,261,7,1,2,6
206.75,258.24,262,6,0,1,10
283.63,399.64,263,7,0,0,14
355.25,120.96,264,6,0,1,7
207.43,138.76,266,9,0,1,6
34.65,271.63,268,8,0,1,8
295.79,303.80,270,6,1,1,14
64.89,344.62,271,9,1,2,12
118.73,299.37,272,8,1,2,9
219.56,2.53,273,9,1,1,2
167.99,16.76,274,7,0,0,1
147.49,55.80,275,9,0,1,1
254.73,297.94,276,7,1,1,10
249.36,48.38,277,8,0,0,2
284.10,394.85,278,6,1,2,14
284.12,250.20,279,8,0,0,10
297.87,230.38,280,9,0,0,10
86.28,323.03,281,8,0,0,12
219.98,199.08,282,6,1,1,6
213.20,234.43,283,6,1,2,10
207.48,365.13,284,9,1,1,14
3.62,309.93,285,7,0,2,12
95.59,382.57,286,9,0,1,12
391.91,312.49,287,7,1,1,15
254.49,297.50,288,9,0,2,10
37.61,25.97,290,7,1,1,0
96.56,72.54,291,7,1,1,0
375.24,78.49,292,8,1,1,3
158.42,16.47,293,8,1,0,1
273.50,330.50,294,6,1,0,14
194.93,337.69,295,6,0,1,13
106.08,316.77,296,6,1,2,13
94.81,69.86,297,8,1,2,0
73.73,397.86,298,8,1,1,12
389.47,369.32,299,7,1,0,15
110.64,266.59,300,9,1,2,9
399.93,25.52,301,8,1,2,3
323.07,222.10,302,8,1,2,11
278.90,236.38,303,7,1,0,10
70.36,125.54,304,7,1,2,4
239.06,125.72,305,9,1,1,6
154.93,107.16,306,9,1,0,5
389.42,259.98,307,8,0,2,11
192.45,266.32,308,6,0,1,9
367.43,119.75,309,8,1,1,7
192.89,95.37,311,8,1,2,1
155.81,392.44,312,8,0,0,13
237.79,86.11,313,9,0,1,2
336.09,356.39,314,9,0,0,15
201.90,317.59,315,7,0,2,14
219.11,66.04,316,6,1,1,2
225.64,185.88,317,7,1,2,6
143.74,80.65,318,8,0,2,1
196.43,91.00,319,8,0,1,1
144.65,127.85,320,6,0,1,5
119.53,102.23,321,8,1,2,5
89.84,144.79,322,6,0,1,4
175.90,93.85,323,8,1,1,1
343.37,360.53,325,6,0,1,15
330.21,186.57,326,8,0,1,7
170.10,164.89,327,7,1,0,5
332.14,92.06,328,7,1,2,3
89.34,211.41,329,9,0,2,8
114.53,250.05,330,6,1,1,9
187.70,174.38,332,7,0,1,5
116.89,365.68,333,9,0,2,13
305.19,150.89,334,9,1,1,7
100.47,210.39,335,7,0,1,9
213.64,263.97,337,6,1,2,10
347.08,325.30,339,7,0,1,15
235.06,311.97,340,7,1,1,14
74.71,88.73,341,8,0,1,0
