XCOORD,YCOORD,ID,age,sex,genetics,gridIn
320.15,254.46,1,23,0,1,11
300.15,54.95,2,23,0,1,3
281.67,153.47,3,22,0,2,6
350.26,61.13,4,23,0,0,3
105.05,179.52,6,25,1,1,5
37.52,84.07,9,25,1,0,0
217.46,64.07,10,23,0,2,2
233.52,128.69,12,23,0,1,6
128.49,380.34,14,22,1,0,13
221.03,95.81,15,23,1,2,2
22.19,60.58,18,24,1,0,0
269.15,309.16,20,25,0,0,14
138.69,262.40,24,23,1,1,9
366.03,34.82,26,25,0,2,3
174.14,71.18,27,24,1,0,1
101.70,62.26,28,22,0,2,1
345.66,216.92,30,23,0,2,11
285.11,111.12,32,25,0,1,6
188.92,393.63,34,22,1,0,13
143.98,328.12,35,24,0,1,13
183.25,368.21,39,25,0,2,13
164.51,349.75,44,25,0,2,13
109.63,67.58,45,25,0,2,1
365.54,239.89,47,22,0,1,11
181.51,75.64,48,22,1,2,1
351.19,82.11,49,22,1,1,3
279.08,336.20,50,23,0,1,14
181.94,163.05,51,25,0,1,5
390.23,65.67,52,22,0,1,3
166.08,335.41,53,25,1,0,13
178.34,34.81,54,25,1,1,1
377.07,110.60,55,25,1,1,7
145.47,204.21,56,24,0,2,9
279.22,117.07,57,22,1,1,6
308.22,241.23,59,22,0,2,11
199.07,175.54,62,25,1,0,5
202.52,29.36,63,24,0,0,2
49.51,217.98,65,23,0,2,8
200.85,38.34,72,24,0,1,2
223.06,114.77,78,22,1,1,6
98.56,184.20,81,22,0,0,4
395.80,199.37,82,25,1,1,7
182.45,361.08,86,25,0,1,13
385.56,351.78,89,25,1,2,15
176.92,138.72,90,22,1,0,5
80.31,77.74,93,25,1,2,0
136.50,35.59,94,22,0,0,1
238.75,381.13,96,24,0,1,14
232.63,86.22,97,23,0,1,2
135.49,372.05,99,24,1,1,13
131.69,354.98,100,22,0,1,13
201.19,379.38,101,25,1,1,14
361.79,175.00,103,25,0,2,7
353.44,139.70,106,22,0,2,7
70.05,212.47,107,24,0,1,8
301.25,66.12,109,22,1,1,3
282.84,226.99,110,22,1,0,10
71.30,253.27,111,24,1,2,8
378.72,395.93,112,24,0,2,15
47.08,171.51,113,25,1,0,4
110.23,48.81,114,25,0,1,1
100.19,194.17,116,24,1,2,5
195.36,114.62,117,25,0,2,5
221.99,91.55,119,23,0,0,2
173.09,106.04,122,23,1,2,5
370.92,48.26,123,22,1,1,3
82.93,362.11,124,25,1,0,12
60.47,6.24,125,22,0,0,0
59.92,172.19,127,22,0,2,4
393.13,19.30,128,22,0,1,3
380.46,222.20,129,22,0,2,11
104.37,51.52,130,23,1,0,1
149.03,69.44,133,24,0,2,1
71.46,1.86,134,22,0,1,0
