XCOORD,YCOORD,ID,age,sex,genetics,gridIn
168.22,90.18,0,23,0,0,1
249.53,255.76,1,20,1,1,10
310.90,355.58,2,22,0,0,15
274.30,396.64,3,22,1,1,14
293.88,382.59,5,22,1,1,14
113.89,226.88,6,20,1,0,9
285.65,343.59,8,20,0,0,14
41.93,176.35,10,23,1,1,4
153.64,228.31,11,21,1,1,9
395.32,131.95,12,21,0,1,7
343.24,177.67,14,23,0,1,7
11.80,18.34,15,22,0,0,0
124.67,386.49,18,23,1,2,13
301.48,179.44,19,22,1,1,7
352.88,331.33,20,20,1,1,15
181.44,257.10,21,22,0,1,9
268.71,302.66,22,21,0,0,14
57.95,7.62,23,21,1,2,0
177.18,251.84,25,22,0,1,9
208.51,33.44,29,21,1,1,2
125.16,338.36,30,21,0,1,13
230.61,187.18,31,21,1,1,6
86.05,329.76,32,20,0,1,12
2.31,340.11,33,21,0,0,12
204.99,246.97,34,21,0,1,10
337.69,312.43,35,23,0,1,15
109.43,376.42,36,20,1,2,13
142.55,80.37,37,21,1,1,1
62.10,112.38,38,23,0,0,4
122.02,170.26,39,20,0,0,5
279.10,311.69,41,20,1,1,14
62.06,197.90,42,22,0,1,4
217.11,188.61,45,20,1,1,6
366.89,30.07,47,21,0,2,3
202.90,335.59,48,21,0,1,14
290.59,30.00,49,20,0,0,2
61.26,82.37,50,21,0,1,0
247.70,39.50,51,21,0,0,2
259.27,273.17,52,20,1,0,10
52.45,189.92,53,22,1,0,4
217.52,89.63,54,21,1,1,2
26.50,98.16,55,21,0,0,0
228.16,16.09,56,23,1,1,2
381.35,290.16,59,23,1,1,11
223.65,389.14,60,22,0,0,14
87.64,265.93,61,21,1,1,8
218.68,164.46,62,22,1,2,6
244.79,11.30,63,22,1,0,2
270.71,327.46,64,20,1,2,14
250.29,188.14,65,22,1,1,6
45.14,288.59,66,21,0,1,8
376.03,255.46,68,20,0,1,11
152.98,336.77,70,22,1,1,13
337.38,109.03,71,21,0,1,7
188.10,306.38,73,23,0,0,13
106.48,192.43,74,23,1,1,5
81.02,47.67,75,23,0,0,0
328.29,0.14,76,23,1,1,3
72.38,254.45,77,20,0,1,8
230.71,221.19,78,21,0,0,10
115.96,91.88,79,23,0,1,1
56.17,394.85,82,20,1,0,12
338.43,162.26,83,21,1,1,7
147.49,271.23,84,23,1,2,9
234.44,62.65,87,21,1,2,2
58.21,256.88,89,20,1,0,8
354.59,4.75,91,22,0,1,3
125.02,181.70,93,23,1,2,5
25.98,385.71,94,22,1,0,12
162.27,359.69,95,23,1,1,13
152.19,199.87,96,22,0,1,5
358.90,8.56,97,21,1,0,3
281.09,146.18,98,23,0,1,6
196.95,184.79,100,20,1,2,5
16.99,123.87,101,21,1,0,4
248.49,28.37,102,20,0,2,2
333.28,159.78,103,23,0,1,7
258.06,194.82,104,22,1,0,6
273.77,82.62,105,21,1,0,2
22.00,291.22,106,22,0,1,8
225.59,362.67,107,21,1,0,14
128.16,121.09,110,21,0,0,5
152.75,245.67,111,22,0,2,9
114.26,302.11,112,21,1,1,13
292.07,380.03,113,20,0,1,14
175.58,153.43,114,20,1,1,5
15.25,12.95,115,23,1,2,0
197.98,33.94,117,21,1,1,1
152.24,14.55,119,21,1,1,1
341.66,162.70,121,20,1,1,7
327.89,170.35,123,22,0,1,7
365.68,154.98,124,23,1,1,7
321.61,251.55,125,22,0,1,11
213.38,31.54,126,22,0,0,2
191.64,242.71,128,20,0,1,9
66.88,93.14,129,21,1,0,0
349.34,259.52,130,21,1,1,11
106.03,27.43,131,22,0,0,1
13.62,21.52,132,23,0,1,0
346.69,40.66,134,23,0,0,3
152.92,385.46,135,20,0,0,13
8.04,217.64,136,21,0,0,8
39.88,177.33,137,23,0,1,4
187.97,381.80,138,23,0,1,13
67.85,119.71,139,20,0,1,4
297.51,89.61,140,21,1,0,2
82.96,351.54,142,21,0,1,12
