XCOORD,YCOORD,ID,age,sex,genetics,gridIn
168.22,90.18,0,7,0,0,1
249.53,255.76,1,4,1,1,10
310.90,355.58,2,6,0,0,15
274.30,396.64,3,6,1,1,14
177.43,134.47,4,6,1,2,5
293.88,382.59,5,6,1,1,14
113.89,226.88,6,4,1,0,9
54.35,154.80,7,7,0,0,4
285.65,343.59,8,4,0,0,14
41.93,176.35,10,7,1,1,4
153.64,228.31,11,5,1,1,9
395.32,131.95,12,5,0,1,7
343.24,177.67,14,7,0,1,7
11.80,18.34,15,6,0,0,0
160.24,349.04,16,4,1,1,13
337.42,279.74,17,7,0,2,11
124.67,386.49,18,7,1,2,13
301.48,179.44,19,6,1,1,7
352.88,331.33,20,4,1,1,15
181.44,257.10,21,6,0,1,9
268.71,302.66,22,5,0,0,14
57.95,7.62,23,5,1,2,0
283.02,222.19,24,6,1,1,10
177.18,251.84,25,6,0,1,9
348.76,318.60,26,5,1,1,15
222.07,377.64,27,5,1,1,14
328.94,197.41,28,7,0,2,7
208.51,33.44,29,5,1,1,2
125.16,338.36,30,5,0,1,13
230.61,187.18,31,5,1,1,6
86.05,329.76,32,4,0,1,12
2.31,340.11,33,5,0,0,12
204.99,246.97,34,5,0,1,10
337.69,312.43,35,7,0,1,15
109.43,376.42,36,4,1,2,13
142.55,80.37,37,5,1,1,1
62.10,112.38,38,7,0,0,4
122.02,170.26,39,4,0,0,5
345.50,128.33,40,6,0,0,7
279.10,311.69,41,4,1,1,14
62.06,197.90,42,6,0,1,4
339.92,395.19,43,5,0,1,15
393.82,94.25,44,5,0,1,3
217.11,188.61,45,4,1,1,6
232.19,286.51,46,5,0,2,10
366.89,30.07,47,5,0,2,3
202.90,335.59,48,5,0,1,14
290.59,30.00,49,4,0,0,2
61.26,82.37,50,5,0,1,0
247.70,39.50,51,5,0,0,2
259.27,273.17,52,4,1,0,10
52.45,189.92,53,6,1,0,4
217.52,89.63,54,5,1,1,2
26.50,98.16,55,5,0,0,0
228.16,16.09,56,7,1,1,2
176.90,90.03,57,4,0,1,1
381.35,290.16,59,7,1,1,11
223.65,389.14,60,6,0,0,14
87.64,265.93,61,5,1,1,8
218.68,164.46,62,6,1,2,6
244.79,11.30,63,6,1,0,2
270.71,327.46,64,4,1,2,14
250.29,188.14,65,6,1,1,6
45.14,288.59,66,5,0,1,8
113.64,130.16,67,6,0,1,5
376.03,255.46,68,4,0,1,11
365.32,25.79,69,5,1,2,3
152.98,336.77,70,6,1,1,13
337.38,109.03,71,5,0,1,7
147.60,162.86,72,4,1,0,5
188.10,306.38,73,7,0,0,13
106.48,192.43,74,7,1,1,5
81.02,47.67,75,7,0,0,0
328.29,0.14,76,7,1,1,3
72.38,254.45,77,4,0,1,8
230.71,221.19,78,5,0,0,10
115.96,91.88,79,7,0,1,1
95.06,262.74,80,4,0,1,8
56.17,394.85,82,4,1,0,12
338.43,162.26,83,5,1,1,7
147.49,271.23,84,7,1,2,9
167.96,26.64,85,4,0,1,1
261.44,367.19,86,5,1,2,14
234.44,62.65,87,5,1,2,2
325.92,10.99,88,4,1,2,3
58.21,256.88,89,4,1,0,8
358.10,143.74,90,7,0,2,7
354.59,4.75,91,6,0,1,3
61.44,27.91,92,5,1,1,0
125.02,181.70,93,7,1,2,5
25.98,385.71,94,6,1,0,12
162.27,359.69,95,7,1,1,13
152.19,199.87,96,6,0,1,5
358.90,8.56,97,5,1,0,3
281.09,146.18,98,7,0,1,6
134.46,325.07,99,4,1,1,13
196.95,184.79,100,4,1,2,5
16.99,123.87,101,5,1,0,4
248.49,28.37,102,4,0,2,2
333.28,159.78,103,7,0,1,7
258.06,194.82,104,6,1,0,6
273.77,82.62,105,5,1,0,2
22.00,291.22,106,6,0,1,8
225.59,362.67,107,5,1,0,14
396.39,268.80,108,4,1,1,11
365.20,4.10,109,6,1,2,3
128.16,121.09,110,5,0,0,5
152.75,245.67,111,6,0,2,9
114.26,302.11,112,5,1,1,13
292.07,380.03,113,4,0,1,14
175.58,153.43,114,4,1,1,5
15.25,12.95,115,7,1,2,0
200.51,106.40,116,6,1,0,6
197.98,33.94,117,5,1,1,1
57.78,88.10,118,7,1,1,0
152.24,14.55,119,5,1,1,1
289.79,230.31,120,7,0,1,10
341.66,162.70,121,4,1,1,7
327.89,170.35,123,6,0,1,7
365.68,154.98,124,7,1,1,7
321.61,251.55,125,6,0,1,11
213.38,31.54,126,6,0,0,2
191.64,242.71,128,4,0,1,9
66.88,93.14,129,5,1,0,0
349.34,259.52,130,5,1,1,11
106.03,27.43,131,6,0,0,1
13.62,21.52,132,7,0,1,0
346.69,40.66,134,7,0,0,3
152.92,385.46,135,4,0,0,13
8.04,217.64,136,5,0,0,8
39.88,177.33,137,7,0,1,4
187.97,381.80,138,7,0,1,13
67.85,119.71,139,4,0,1,4
297.51,89.61,140,5,1,0,2
395.10,349.35,141,7,1,1,15
82.96,351.54,142,5,0,1,12
219.55,233.79,143,7,1,0,10
20.05,55.43,144,4,1,2,0
320.87,347.40,145,5,0,1,15
395.52,228.57,146,4,0,1,11
205.89,383.01,147,7,0,2,14
242.06,37.81,148,4,0,0,2
172.07,266.20,149,4,0,2,9
339.46,26.46,151,6,0,0,3
360.07,113.13,152,4,0,1,7
310.20,357.41,153,7,0,2,15
161.29,302.19,154,5,1,1,13
34.22,190.48,155,4,0,0,4
130.14,351.48,156,5,1,1,13
131.24,269.43,157,4,0,2,9
364.40,183.78,158,7,1,0,7
258.59,112.31,159,7,0,2,6
168.27,46.14,161,4,0,0,1
88.93,137.32,162,7,0,0,4
360.79,67.32,163,7,0,1,3
385.32,50.92,164,4,0,0,3
86.42,59.19,165,6,1,1,0
99.30,320.83,166,6,1,0,12
291.92,17.51,167,6,1,0,2
57.34,348.65,168,7,1,0,12
239.02,261.00,169,4,0,1,10
310.41,237.13,170,7,1,0,11
79.72,211.45,171,4,0,0,8
185.83,170.50,172,7,0,1,5
83.05,360.28,173,5,0,2,12
292.86,209.69,174,7,0,1,10
359.07,242.53,176,6,0,1,11
49.90,98.08,178,6,0,1,0
165.08,339.25,179,5,0,1,13
169.47,20.74,180,5,0,2,1
297.78,352.86,181,6,1,0,14
199.15,192.37,182,7,0,0,5
311.79,67.77,183,5,0,1,3
263.75,268.36,184,6,0,0,10
137.75,23.97,185,4,1,1,1
321.34,72.08,187,4,1,0,3
363.68,282.76,188,5,0,1,11
123.96,304.18,189,4,0,2,13
201.49,340.19,190,4,1,0,14
30.08,105.14,191,4,0,1,4
188.19,287.24,192,4,1,1,9
359.37,156.07,193,6,1,2,7
284.71,14.96,194,6,1,1,2
256.38,181.23,196,7,1,1,6
390.80,103.33,197,5,0,2,7
71.67,102.93,198,5,1,0,4
255.76,37.56,199,6,1,1,2
397.82,126.00,200,6,1,1,7
381.01,75.31,201,7,1,1,3
196.40,198.77,202,5,1,2,5
252.17,316.81,203,5,0,1,14
241.61,103.01,204,7,0,0,6
248.47,342.04,205,7,1,1,14
211.20,175.48,207,5,0,1,6
326.83,261.55,208,6,0,1,11
183.67,43.50,209,6,1,0,1
164.25,371.26,210,6,1,2,13
56.05,55.44,211,4,0,2,0
366.10,346.86,212,4,1,2,15
156.52,75.83,213,5,0,1,1
164.69,365.31,214,7,0,1,13
305.80,144.18,216,5,1,1,7
73.56,38.07,217,4,0,1,0
257.34,73.36,218,7,0,1,2
368.54,384.93,219,7,1,2,15
317.74,234.03,220,5,1,2,11
361.41,147.14,221,5,0,2,7
121.54,152.71,222,4,0,2,5
144.00,91.47,223,5,0,0,1
115.40,342.89,224,5,1,1,13
190.51,226.00,226,4,0,0,9
361.94,81.73,227,7,1,0,3
347.03,66.07,228,4,1,0,3
116.77,207.57,229,6,0,1,9
247.25,297.96,231,5,1,0,10
76.24,351.67,232,5,0,1,12
221.76,228.21,233,5,1,0,10
200.87,198.72,234,5,1,1,6
100.93,79.19,235,4,0,0,1
209.15,234.02,236,6,0,1,10
281.34,123.87,237,6,0,1,6
297.27,97.19,238,7,0,0,2
116.41,275.76,239,5,0,1,9
219.08,162.05,240,7,0,1,6
211.90,104.39,241,4,0,0,6
303.88,222.69,243,5,1,0,11
336.14,374.24,244,4,0,0,15
72.66,374.37,245,6,1,1,12
365.51,323.22,246,4,1,0,15
312.39,397.37,247,5,0,1,15
73.63,267.94,248,4,0,2,8
124.72,16.37,249,7,1,2,1
106.92,386.00,250,5,0,1,13
396.20,171.37,251,4,1,2,7
127.27,295.50,252,4,1,1,9
293.31,195.89,253,7,0,0,6
234.81,383.25,254,5,1,1,14
296.38,174.63,255,7,0,0,6
190.65,291.18,256,6,1,2,9
352.16,306.97,257,6,0,2,15
14.38,92.56,258,5,1,1,0
97.45,152.00,259,6,1,1,4
293.19,12.37,260,6,1,1,2
84.04,119.89,261,4,1,2,4
85.17,160.67,262,6,1,1,4
113.18,121.07,263,7,1,0,5
185.28,170.56,264,4,1,2,5
298.99,258.45,265,6,1,1,10
212.49,187.98,266,6,1,2,6
383.01,163.99,267,6,1,0,7
382.60,194.58,269,4,0,1,7
134.99,336.85,270,6,1,1,13
100.51,181.06,271,7,1,0,5
368.44,237.49,272,4,1,2,11
352.19,340.07,273,4,1,1,15
350.69,110.06,274,4,1,2,7
327.04,330.60,275,5,0,2,15
343.81,44.29,278,7,1,0,3
345.79,231.64,279,6,0,0,11
213.12,6.63,280,6,0,1,2
139.96,369.66,281,4,1,1,13
381.64,18.30,282,4,0,0,3
279.98,373.95,283,5,1,1,14
210.54,341.41,284,6,0,0,14
383.04,97.63,285,4,0,1,3
351.23,352.53,286,6,1,1,15
306.12,260.54,287,5,1,1,11
321.47,76.32,289,6,1,0,3
6.87,236.62,290,7,0,2,8
173.00,123.78,291,4,0,0,5
191.86,217.47,292,5,1,0,9
315.52,187.58,293,4,1,1,7
366.03,138.38,295,6,1,1,7
73.90,32.60,296,5,0,2,0
63.38,330.90,297,4,1,0,12
194.92,34.42,298,5,0,2,1
106.49,109.82,299,6,0,1,5
238.09,181.44,301,4,1,2,6
258.10,276.63,302,4,0,2,10
332.75,14.54,304,4,0,1,3
198.35,233.21,305,7,0,0,9
317.88,126.79,306,5,0,1,7
135.25,330.53,307,7,0,2,13
298.18,70.46,308,4,0,1,2
111.36,352.89,310,6,1,1,13
32.22,13.55,311,5,0,2,0
273.49,12.33,312,7,1,1,2
129.27,43.77,313,5,0,2,1
4.45,188.95,314,6,1,0,4
305.28,6.26,315,7,1,2,3
320.68,146.20,316,7,1,1,7
232.38,219.15,317,6,1,1,10
219.02,249.24,318,4,0,1,10
232.62,205.70,319,4,0,1,10
357.29,268.70,320,6,0,0,11
387.66,297.66,321,6,0,1,11
16.59,121.84,322,6,1,0,4
367.45,243.64,323,5,1,0,11
299.09,339.71,324,5,0,1,14
363.74,381.51,325,6,0,1,15
398.59,145.93,326,5,0,1,7
356.33,220.19,327,6,1,2,11
220.89,385.35,328,5,0,1,14
330.73,196.58,329,7,1,1,7
139.83,101.32,330,7,1,2,5
193.73,46.48,331,7,0,1,1
33.83,294.56,332,7,1,1,8
171.36,285.95,333,5,1,1,9
174.11,143.63,334,6,0,0,5
129.41,338.32,335,7,1,2,13
149.88,391.55,336,5,1,0,13
368.95,287.30,337,5,0,2,11
334.54,26.51,338,7,1,1,3
