XCOORD,YCOORD,ID,age,sex,genetics,gridIn
168.22,90.18,0,18,0,0,1
249.53,255.76,1,15,1,1,10
310.90,355.58,2,17,0,0,15
274.30,396.64,3,17,1,1,14
293.88,382.59,5,17,1,1,14
113.89,226.88,6,15,1,0,9
285.65,343.59,8,15,0,0,14
41.93,176.35,10,18,1,1,4
153.64,228.31,11,16,1,1,9
395.32,131.95,12,16,0,1,7
343.24,177.67,14,18,0,1,7
11.80,18.34,15,17,0,0,0
124.67,386.49,18,18,1,2,13
301.48,179.44,19,17,1,1,7
352.88,331.33,20,15,1,1,15
181.44,257.10,21,17,0,1,9
268.71,302.66,22,16,0,0,14
57.95,7.62,23,16,1,2,0
177.18,251.84,25,17,0,1,9
208.51,33.44,29,16,1,1,2
125.16,338.36,30,16,0,1,13
230.61,187.18,31,16,1,1,6
86.05,329.76,32,15,0,1,12
2.31,340.11,33,16,0,0,12
204.99,246.97,34,16,0,1,10
337.69,312.43,35,18,0,1,15
109.43,376.42,36,15,1,2,13
142.55,80.37,37,16,1,1,1
62.10,112.38,38,18,0,0,4
122.02,170.26,39,15,0,0,5
345.50,128.33,40,17,0,0,7
279.10,311.69,41,15,1,1,14
62.06,197.90,42,17,0,1,4
217.11,188.61,45,15,1,1,6
232.19,286.51,46,16,0,2,10
366.89,30.07,47,16,0,2,3
202.90,335.59,48,16,0,1,14
290.59,30.00,49,15,0,0,2
61.26,82.37,50,16,0,1,0
247.70,39.50,51,16,0,0,2
259.27,273.17,52,15,1,0,10
52.45,189.92,53,17,1,0,4
217.52,89.63,54,16,1,1,2
26.50,98.16,55,16,0,0,0
228.16,16.09,56,18,1,1,2
381.35,290.16,59,18,1,1,11
223.65,389.14,60,17,0,0,14
87.64,265.93,61,16,1,1,8
218.68,164.46,62,17,1,2,6
244.79,11.30,63,17,1,0,2
270.71,327.46,64,15,1,2,14
250.29,188.14,65,17,1,1,6
45.14,288.59,66,16,0,1,8
376.03,255.46,68,15,0,1,11
152.98,336.77,70,17,1,1,13
337.38,109.03,71,16,0,1,7
188.10,306.38,73,18,0,0,13
106.48,192.43,74,18,1,1,5
81.02,47.67,75,18,0,0,0
328.29,0.14,76,18,1,1,3
72.38,254.45,77,15,0,1,8
230.71,221.19,78,16,0,0,10
115.96,91.88,79,18,0,1,1
95.06,262.74,80,15,0,1,8
56.17,394.85,82,15,1,0,12
