XCOORD,YCOORD,ID,age,sex,genetics,gridIn
320.15,254.46,1,22,0,1,11
300.15,54.95,2,22,0,1,3
350.26,61.13,4,22,0,0,3
274.04,372.16,5,22,1,1,14
105.05,179.52,6,24,1,1,5
346.59,262.46,7,24,1,2,11
323.23,0.91,8,21,1,2,3
37.52,84.07,9,24,1,0,0
217.46,64.07,10,22,0,2,2
136.24,162.61,11,22,0,1,5
339.82,229.14,13,24,0,0,11
128.49,380.34,14,21,1,0,13
215.91,25.62,16,22,1,2,2
22.19,60.58,18,23,1,0,0
210.75,190.96,19,23,0,2,6
60.95,315.42,21,22,0,1,12
112.66,134.62,22,24,0,2,5
138.69,262.40,24,22,1,1,9
174.14,71.18,27,23,1,0,1
101.70,62.26,28,21,0,2,1
345.66,216.92,30,22,0,2,11
296.06,130.59,31,23,0,1,6
285.11,111.12,32,24,0,1,6
302.11,65.37,33,21,1,0,3
188.92,393.63,34,21,1,0,13
284.17,284.73,38,24,1,0,10
183.25,368.21,39,24,0,2,13
276.76,362.06,42,22,1,1,14
306.38,163.72,43,22,0,2,7
164.51,349.75,44,24,0,2,13
267.22,227.88,46,24,1,2,10
181.51,75.64,48,21,1,2,1
351.19,82.11,49,21,1,1,3
279.08,336.20,50,22,0,1,14
181.94,163.05,51,24,0,1,5
390.23,65.67,52,21,0,1,3
178.34,34.81,54,24,1,1,1
377.07,110.60,55,24,1,1,7
279.22,117.07,57,21,1,1,6
308.22,241.23,59,21,0,2,11
220.00,249.41,60,22,0,1,10
334.55,210.51,61,22,1,2,11
199.07,175.54,62,24,1,0,5
202.52,29.36,63,23,0,0,2
346.92,39.78,64,23,0,2,3
33.70,238.23,67,23,1,0,8
210.50,50.10,68,22,0,1,2
40.88,272.65,74,22,0,2,8
21.45,395.20,75,24,1,2,12
304.14,184.02,76,22,0,1,7
376.75,371.96,77,21,0,0,15
229.61,355.65,79,23,1,1,14
398.07,41.98,80,22,1,2,3
98.56,184.20,81,21,0,0,4
395.80,199.37,82,24,1,1,7
61.73,316.09,83,23,1,2,12
235.71,183.01,88,23,0,1,6
209.54,124.73,91,24,0,2,6
4.00,376.56,92,22,0,2,12
80.31,77.74,93,24,1,2,0
136.50,35.59,94,21,0,0,1
362.60,334.31,95,21,0,0,15
238.75,381.13,96,23,0,1,14
232.63,86.22,97,22,0,1,2
131.69,354.98,100,21,0,1,13
201.19,379.38,101,24,1,1,14
112.62,25.91,102,23,0,1,1
361.79,175.00,103,24,0,2,7
231.06,278.50,104,21,0,1,10
237.27,354.22,108,24,0,1,14
301.25,66.12,109,21,1,1,3
282.84,226.99,110,21,1,0,10
378.72,395.93,112,23,0,2,15
47.08,171.51,113,24,1,0,4
110.23,48.81,114,24,0,1,1
258.97,234.79,115,23,0,1,10
288.79,161.36,118,23,0,2,6
221.99,91.55,119,22,0,0,2
173.09,106.04,122,22,1,2,5
82.93,362.11,124,24,1,0,12
60.47,6.24,125,21,0,0,0
205.16,35.82,126,24,1,0,2
393.13,19.30,128,21,0,1,3
380.46,222.20,129,21,0,2,11
104.37,51.52,130,22,1,0,1
305.53,38.85,132,22,1,2,3
149.03,69.44,133,23,0,2,1
71.46,1.86,134,21,0,1,0
247.95,66.74,135,24,1,2,2
198.83,131.67,137,24,1,1,5
238.66,77.31,145,22,1,0,2
21.76,329.46,146,23,0,0,12
224.67,268.05,147,22,0,0,10
227.79,8.27,149,22,1,1,2
255.26,46.59,150,21,1,1,2
153.46,388.93,151,24,0,2,13
194.25,219.75,153,24,0,0,9
93.33,305.24,154,21,0,2,12
301.36,157.75,155,23,1,1,7
261.21,397.35,156,22,1,1,14
303.97,213.31,157,21,1,1,11
284.73,373.92,158,22,0,0,14
288.48,295.83,159,24,1,0,10
253.91,311.67,161,22,0,0,14
224.92,240.47,163,22,1,1,10
222.00,328.47,164,22,1,1,14
355.31,94.05,165,22,1,1,3
78.50,220.38,166,24,1,1,8
141.29,263.40,168,22,0,1,9
164.77,86.99,169,21,1,1,1
41.51,110.67,171,22,1,1,4
173.34,260.02,172,23,1,1,9
20.64,264.85,173,21,1,0,8
209.65,173.26,176,24,0,1,6
323.82,203.48,177,21,1,0,11
284.28,147.50,179,24,0,0,6
249.59,395.36,180,24,1,1,14
329.35,238.83,181,21,1,1,11
118.12,353.82,182,21,1,2,13
150.10,70.42,184,22,0,1,1
100.81,6.45,186,21,1,0,1
205.86,103.04,187,24,1,0,6
335.38,138.38,188,24,1,2,7
320.83,55.91,189,21,1,0,3
374.39,79.58,190,22,0,1,3
94.43,213.45,191,21,1,1,8
326.00,146.58,192,23,0,1,7
283.89,174.79,193,22,1,0,6
365.59,231.23,194,21,1,2,11
379.86,179.31,195,24,1,1,7
101.15,157.50,196,22,1,1,5
134.05,271.67,197,24,1,0,9
