XCOORD,YCOORD,ID,age,sex,genetics,gridIn
196.09,55.03,0,9,0,2,1
320.15,254.46,1,9,0,1,11
300.15,54.95,2,9,0,1,3
350.26,61.13,4,9,0,0,3
274.04,372.16,5,9,1,1,14
105.05,179.52,6,11,1,1,5
346.59,262.46,7,11,1,2,11
323.23,0.91,8,8,1,2,3
37.52,84.07,9,11,1,0,0
217.46,64.07,10,9,0,2,2
136.24,162.61,11,9,0,1,5
233.52,128.69,12,9,0,1,6
339.82,229.14,13,11,0,0,11
128.49,380.34,14,8,1,0,13
215.91,25.62,16,9,1,2,2
239.76,315.25,17,11,0,1,14
22.19,60.58,18,10,1,0,0
210.75,190.96,19,10,0,2,6
60.95,315.42,21,9,0,1,12
112.66,134.62,22,11,0,2,5
138.69,262.40,24,9,1,1,9
50.23,30.33,25,9,0,1,0
174.14,71.18,27,10,1,0,1
101.70,62.26,28,8,0,2,1
345.66,216.92,30,9,0,2,11
296.06,130.59,31,10,0,1,6
285.11,111.12,32,11,0,1,6
302.11,65.37,33,8,1,0,3
188.92,393.63,34,8,1,0,13
310.81,154.98,36,10,0,2,7
271.77,281.89,37,8,0,1,10
284.17,284.73,38,11,1,0,10
183.25,368.21,39,11,0,2,13
376.19,326.84,41,11,1,1,15
276.76,362.06,42,9,1,1,14
306.38,163.72,43,9,0,2,7
164.51,349.75,44,11,0,2,13
109.63,67.58,45,11,0,2,1
267.22,227.88,46,11,1,2,10
365.54,239.89,47,8,0,1,11
181.51,75.64,48,8,1,2,1
351.19,82.11,49,8,1,1,3
279.08,336.20,50,9,0,1,14
181.94,163.05,51,11,0,1,5
390.23,65.67,52,8,0,1,3
178.34,34.81,54,11,1,1,1
377.07,110.60,55,11,1,1,7
145.47,204.21,56,10,0,2,9
279.22,117.07,57,8,1,1,6
308.22,241.23,59,8,0,2,11
220.00,249.41,60,9,0,1,10
334.55,210.51,61,9,1,2,11
199.07,175.54,62,11,1,0,5
202.52,29.36,63,10,0,0,2
346.92,39.78,64,10,0,2,3
49.51,217.98,65,9,0,2,8
153.89,46.41,66,8,1,1,1
33.70,238.23,67,10,1,0,8
210.50,50.10,68,9,0,1,2
199.58,162.89,69,8,0,1,5
391.38,127.00,71,9,1,1,7
200.85,38.34,72,10,0,1,2
342.11,232.00,73,10,1,2,11
40.88,272.65,74,9,0,2,8
21.45,395.20,75,11,1,2,12
304.14,184.02,76,9,0,1,7
376.75,371.96,77,8,0,0,15
223.06,114.77,78,8,1,1,6
229.61,355.65,79,10,1,1,14
398.07,41.98,80,9,1,2,3
98.56,184.20,81,8,0,0,4
395.80,199.37,82,11,1,1,7
61.73,316.09,83,10,1,2,12
151.78,85.57,84,10,0,2,1
368.09,362.68,85,10,0,2,15
182.45,361.08,86,11,0,1,13
235.71,183.01,88,10,0,1,6
385.56,351.78,89,11,1,2,15
209.54,124.73,91,11,0,2,6
4.00,376.56,92,9,0,2,12
80.31,77.74,93,11,1,2,0
136.50,35.59,94,8,0,0,1
362.60,334.31,95,8,0,0,15
238.75,381.13,96,10,0,1,14
232.63,86.22,97,9,0,1,2
67.89,240.06,98,10,1,1,8
131.69,354.98,100,8,0,1,13
201.19,379.38,101,11,1,1,14
112.62,25.91,102,10,0,1,1
361.79,175.00,103,11,0,2,7
231.06,278.50,104,8,0,1,10
237.27,354.22,108,11,0,1,14
301.25,66.12,109,8,1,1,3
282.84,226.99,110,8,1,0,10
71.30,253.27,111,10,1,2,8
378.72,395.93,112,10,0,2,15
47.08,171.51,113,11,1,0,4
110.23,48.81,114,11,0,1,1
258.97,234.79,115,10,0,1,10
