XCOORD,YCOORD,ID,age,sex,genetics,gridIn
243.17,135.51,0,13,1,2,6
77.30,164.90,1,12,1,1,4
87.23,368.38,3,12,1,2,12
11.39,199.79,4,11,0,1,4
180.45,165.89,5,11,0,0,5
27.18,132.54,7,11,1,1,4
155.85,342.33,8,12,0,1,13
230.72,207.96,9,11,0,1,10
347.70,326.44,11,12,1,2,15
117.93,91.90,12,13,1,2,1
246.15,130.12,14,11,0,1,6
382.33,380.07,15,13,1,1,15
92.26,103.15,16,13,0,2,4
237.13,339.74,18,12,1,1,14
169.20,214.24,20,11,1,1,9
326.58,34.50,21,13,0,1,3
386.21,161.60,22,11,1,1,7
297.96,152.37,23,12,0,1,6
181.15,85.05,24,10,1,1,1
236.76,89.59,25,11,0,1,2
139.82,221.29,26,11,0,1,9
233.06,370.95,27,11,1,0,14
286.44,191.10,28,13,0,2,6
350.64,225.99,29,11,0,2,11
177.56,309.60,30,10,1,0,13
165.32,188.80,31,12,1,0,5
310.35,259.42,32,12,1,1,11
373.80,329.85,33,12,0,1,15
53.08,46.06,34,13,1,2,0
16.90,164.99,36,10,1,1,4
391.64,138.88,37,12,1,1,7
241.74,269.07,38,13,1,1,10
81.60,384.14,39,10,0,1,12
195.88,166.28,40,11,0,0,5
147.69,337.33,41,10,1,1,13
329.91,208.80,42,10,0,1,11
350.74,46.24,43,12,1,0,3
339.48,122.39,44,11,0,0,7
113.65,370.25,45,12,0,1,13
26.48,359.53,46,10,0,1,12
157.19,377.05,48,12,1,2,13
286.48,271.44,49,13,1,1,10
175.37,317.06,50,11,1,1,13
91.07,156.02,51,12,0,1,4
332.21,362.04,52,12,1,1,15
110.33,383.79,53,10,1,1,13
120.62,140.15,54,11,1,2,5
282.06,125.44,55,12,1,1,6
300.58,337.71,56,11,1,1,15
23.18,352.09,57,11,1,0,12
371.78,312.89,58,10,1,1,15
352.69,235.19,60,13,1,0,11
320.01,21.90,61,10,0,0,3
237.88,292.28,62,11,0,1,10
166.95,217.96,63,11,1,1,9
93.81,60.81,64,13,1,1,0
361.74,151.69,65,11,0,1,7
164.32,71.60,67,11,1,2,1
230.08,393.70,68,10,0,1,14
195.31,76.28,69,10,0,0,1
165.65,67.27,71,13,0,1,1
191.57,89.68,72,12,1,0,1
295.19,228.06,73,11,0,1,10
188.09,129.61,74,13,0,1,5
213.24,183.39,75,11,1,1,6
135.67,223.18,76,11,1,1,9
198.72,343.90,77,10,0,2,13
241.43,24.80,78,12,0,1,2
68.90,104.18,79,13,0,1,4
224.97,69.12,80,11,0,1,2
47.08,310.21,81,12,1,1,12
158.14,105.09,82,12,1,1,5
354.85,258.12,83,13,0,2,11
198.82,310.54,84,13,1,0,13
83.18,136.12,85,10,0,1,4
178.29,309.12,86,11,1,2,13
141.74,352.74,88,10,1,0,13
241.07,61.31,90,11,0,2,2
350.13,57.27,91,10,1,1,3
166.97,262.91,92,13,0,0,9
249.36,286.67,93,13,1,0,10
273.98,94.32,94,13,1,2,2
257.06,346.83,95,11,1,0,14
166.48,351.98,96,11,0,1,13
65.41,87.79,98,11,1,1,0
61.65,25.99,99,13,0,1,0
10.40,155.10,100,12,0,1,4
183.01,259.82,101,12,1,1,9
208.05,294.53,102,12,1,2,10
125.70,359.64,103,13,0,2,13
4.12,222.42,104,13,1,1,8
300.00,233.70,106,10,0,1,10
358.06,90.61,107,13,0,0,3
383.59,273.95,108,12,0,1,11
246.90,374.44,109,13,1,1,14
163.81,123.11,111,12,0,1,5
262.64,216.61,112,12,1,1,10
15.61,219.79,114,10,0,2,8
130.41,132.20,115,13,1,2,5
226.57,15.35,116,11,1,1,2
166.87,399.38,117,10,0,1,13
121.02,137.00,118,13,0,2,5
