XCOORD,YCOORD,ID,age,sex,genetics,gridIn
77.30,164.90,1,18,1,1,4
87.23,368.38,3,18,1,2,12
11.39,199.79,4,17,0,1,4
180.45,165.89,5,17,0,0,5
27.18,132.54,7,17,1,1,4
155.85,342.33,8,18,0,1,13
230.72,207.96,9,17,0,1,10
347.70,326.44,11,18,1,2,15
117.93,91.90,12,19,1,2,1
246.15,130.12,14,17,0,1,6
382.33,380.07,15,19,1,1,15
92.26,103.15,16,19,0,2,4
237.13,339.74,18,18,1,1,14
169.20,214.24,20,17,1,1,9
326.58,34.50,21,19,0,1,3
297.96,152.37,23,18,0,1,6
181.15,85.05,24,16,1,1,1
236.76,89.59,25,17,0,1,2
233.06,370.95,27,17,1,0,14
177.56,309.60,30,16,1,0,13
165.32,188.80,31,18,1,0,5
310.35,259.42,32,18,1,1,11
373.80,329.85,33,18,0,1,15
16.90,164.99,36,16,1,1,4
391.64,138.88,37,18,1,1,7
241.74,269.07,38,19,1,1,10
81.60,384.14,39,16,0,1,12
195.88,166.28,40,17,0,0,5
147.69,337.33,41,16,1,1,13
329.91,208.80,42,16,0,1,11
339.48,122.39,44,17,0,0,7
113.65,370.25,45,18,0,1,13
26.48,359.53,46,16,0,1,12
157.19,377.05,48,18,1,2,13
286.48,271.44,49,19,1,1,10
175.37,317.06,50,17,1,1,13
91.07,156.02,51,18,0,1,4
110.33,383.79,53,16,1,1,13
120.62,140.15,54,17,1,2,5
300.58,337.71,56,17,1,1,15
23.18,352.09,57,17,1,0,12
371.78,312.89,58,16,1,1,15
352.69,235.19,60,19,1,0,11
320.01,21.90,61,16,0,0,3
237.88,292.28,62,17,0,1,10
166.95,217.96,63,17,1,1,9
93.81,60.81,64,19,1,1,0
164.32,71.60,67,17,1,2,1
195.31,76.28,69,16,0,0,1
165.65,67.27,71,19,0,1,1
191.57,89.68,72,18,1,0,1
188.09,129.61,74,19,0,1,5
213.24,183.39,75,17,1,1,6
135.67,223.18,76,17,1,1,9
224.97,69.12,80,17,0,1,2
47.08,310.21,81,18,1,1,12
158.14,105.09,82,18,1,1,5
354.85,258.12,83,19,0,2,11
198.82,310.54,84,19,1,0,13
83.18,136.12,85,16,0,1,4
178.29,309.12,86,17,1,2,13
141.74,352.74,88,16,1,0,13
241.07,61.31,90,17,0,2,2
350.13,57.27,91,16,1,1,3
166.97,262.91,92,19,0,0,9
273.98,94.32,94,19,1,2,2
257.06,346.83,95,17,1,0,14
166.48,351.98,96,17,0,1,13
65.41,87.79,98,17,1,1,0
61.65,25.99,99,19,0,1,0
10.40,155.10,100,18,0,1,4
183.01,259.82,101,18,1,1,9
208.05,294.53,102,18,1,2,10
125.70,359.64,103,19,0,2,13
4.12,222.42,104,19,1,1,8
300.00,233.70,106,16,0,1,10
383.59,273.95,108,18,0,1,11
246.90,374.44,109,19,1,1,14
163.81,123.11,111,18,0,1,5
262.64,216.61,112,18,1,1,10
15.61,219.79,114,16,0,2,8
130.41,132.20,115,19,1,2,5
226.57,15.35,116,17,1,1,2
166.87,399.38,117,16,0,1,13
121.02,137.00,118,19,0,2,5
120.48,380.04,119,19,0,0,13
333.33,176.33,120,17,0,0,7
272.86,150.11,121,18,1,1,6
339.65,199.87,122,19,0,1,7
293.43,373.04,123,16,0,2,14
242.77,67.99,124,17,0,0,2
221.45,265.01,126,18,0,1,10
108.40,95.38,127,18,0,1,1
197.69,140.23,129,19,0,1,5
132.15,333.30,130,16,0,1,13
161.32,106.95,131,19,1,0,5
330.73,192.85,132,17,0,1,7
306.99,254.12,133,19,0,1,11
374.85,203.66,136,17,0,2,11
97.54,7.60,137,17,1,0,0
277.98,150.40,138,19,1,1,6
162.94,129.36,142,16,1,2,5
352.82,361.07,144,18,0,2,15
15.09,153.99,145,16,0,2,4
87.39,307.36,146,19,0,0,12
60.01,256.19,147,16,0,0,8
264.08,298.82,148,19,0,0,10
350.79,47.73,149,19,0,1,3
22.51,262.56,150,16,0,0,8
270.95,31.31,151,16,0,2,2
229.38,84.89,153,18,1,2,2
228.82,23.44,154,18,0,1,2
39.89,303.05,155,19,1,1,12
180.98,107.06,156,19,0,1,5
65.06,136.70,160,16,0,0,4
370.72,103.02,161,17,0,0,7
129.02,195.95,162,19,1,2,5
388.24,125.36,163,18,0,0,7
171.88,19.95,164,16,1,1,1
223.70,55.24,165,17,0,2,2
41.55,326.62,166,17,1,1,12
124.40,66.33,167,19,1,1,1
387.81,351.78,168,19,0,1,15
225.00,30.04,169,16,0,1,2
351.58,395.71,170,18,0,2,15
268.63,398.28,171,17,0,2,14
316.11,236.40,172,16,0,2,11
345.22,19.48,173,17,1,2,3
133.41,140.92,174,19,1,1,5
177.41,165.98,175,17,0,1,5
40.40,388.53,177,16,1,1,12
349.19,53.04,178,18,1,1,3
328.48,351.76,180,16,0,0,15
364.64,259.89,183,17,0,2,11
307.04,197.82,184,18,1,1,7
294.74,342.25,185,19,0,0,14
109.13,274.68,187,18,0,1,9
128.34,281.83,188,19,0,1,9
293.46,132.95,189,17,0,1,6
140.87,347.32,190,16,0,1,13
32.37,22.24,191,17,0,1,0
311.74,36.45,192,18,0,0,3
37.99,322.32,193,16,1,1,12
396.72,309.68,194,18,0,1,15
383.16,123.73,195,17,1,1,7
189.73,152.66,196,17,1,0,5
155.08,252.05,197,17,1,0,9
130.15,188.35,198,16,1,1,5
